[DIVADM].[AREAKM].[AREAKM].[MEMBER_UNIQUE_NAME],[DIVADM].[AREAKM].[AREAKM].[MEMBER_CAPTION],[Measures].[SumaIncidentes]
[DIVADM].[AREAKM].&[1.04355001],"1,04355001",23949
[DIVADM].[AREAKM].&[1.05480003],"1,05480003",17187
[DIVADM].[AREAKM].&[1.05718005],"1,05718005",2331
[DIVADM].[AREAKM].&[1.06544995],"1,06544995",23946
[DIVADM].[AREAKM].&[1.07061994],"1,07061994",18645
[DIVADM].[AREAKM].&[1.08811998],"1,08811998",6719
[DIVADM].[AREAKM].&[1.08853996],"1,08853996",7030
[DIVADM].[AREAKM].&[1.09245002],"1,09245002",3018
[DIVADM].[AREAKM].&[1.09478998],"1,09478998",10517
[DIVADM].[AREAKM].&[1.09526002],"1,09526002",36655
[DIVADM].[AREAKM].&[1.09985995],"1,09985995",11562
[DIVADM].[AREAKM].&[1.10286999],"1,10286999",21195
[DIVADM].[AREAKM].&[1.10470998],"1,10470998",18545
[DIVADM].[AREAKM].&[1.10478997],"1,10478997",9285
[DIVADM].[AREAKM].&[1.10720003],"1,10720003",29481
[DIVADM].[AREAKM].&[1.10898995],"1,10898995",21436
[DIVADM].[AREAKM].&[1.11286998],"1,11286998",3983
[DIVADM].[AREAKM].&[1.11487997],"1,11487997",33991
[DIVADM].[AREAKM].&[1.11726999],"1,11726999",9352
[DIVADM].[AREAKM].&[1.11881995],"1,11881995",16606
[DIVADM].[AREAKM].&[1.12208998],"1,12208998",11288
[DIVADM].[AREAKM].&[1.12365997],"1,12365997",40983
[DIVADM].[AREAKM].&[1.12494004],"1,12494004",22801
[DIVADM].[AREAKM].&[1.12931001],"1,12931001",26651
[DIVADM].[AREAKM].&[1.13163996],"1,13163996",7191
[DIVADM].[AREAKM].&[1.13387001],"1,13387001",23138
[DIVADM].[AREAKM].&[1.13959002],"1,13959002",11736
[DIVADM].[AREAKM].&[1.14330006],"1,14330006",12656
[DIVADM].[AREAKM].&[1.15111005],"1,15111005",22872
[DIVADM].[AREAKM].&[1.15680003],"1,15680003",31875
[DIVADM].[AREAKM].&[1.16957998],"1,16957998",23259
[DIVADM].[AREAKM].&[1.17955005],"1,17955005",9313
[DIVADM].[AREAKM].&[1.18088996],"1,18088996",16612
[DIVADM].[AREAKM].&[1.18206],"1,18206",1727
[DIVADM].[AREAKM].&[1.18478],"1,18478",9619
[DIVADM].[AREAKM].&[1.19551003],"1,19551003",7093
[DIVADM].[AREAKM].&[1.21219003],"1,21219003",12308
[DIVADM].[AREAKM].&[1.22256005],"1,22256005",11463
[DIVADM].[AREAKM].&[1.22903001],"1,22903001",35340
[DIVADM].[AREAKM].&[1.23351002],"1,23351002",15397
[DIVADM].[AREAKM].&[1.24707997],"1,24707997",43060
[DIVADM].[AREAKM].&[1.25244999],"1,25244999",19148
[DIVADM].[AREAKM].&[1.25656998],"1,25656998",8303
[DIVADM].[AREAKM].&[1.25849998],"1,25849998",11271
[DIVADM].[AREAKM].&[1.26267004],"1,26267004",39419
[DIVADM].[AREAKM].&[1.26603997],"1,26603997",16742
[DIVADM].[AREAKM].&[1.26698995],"1,26698995",10998
[DIVADM].[AREAKM].&[1.26985002],"1,26985002",14912
[DIVADM].[AREAKM].&[1.27217996],"1,27217996",10131
[DIVADM].[AREAKM].&[1.27256],"1,27256",33992
[DIVADM].[AREAKM].&[1.27751994],"1,27751994",14608
[DIVADM].[AREAKM].&[1.28235996],"1,28235996",15726
[DIVADM].[AREAKM].&[1.28427005],"1,28427005",12736
[DIVADM].[AREAKM].&[1.28508997],"1,28508997",42043
[DIVADM].[AREAKM].&[1.29023004],"1,29023004",22307
[DIVADM].[AREAKM].&[1.29527998],"1,29527998",22690
[DIVADM].[AREAKM].&[1.29999995],"1,29999995",23792
[DIVADM].[AREAKM].&[1.30136001],"1,30136001",15082
[DIVADM].[AREAKM].&[1.31287003],"1,31287003",13541
[DIVADM].[AREAKM].&[1.31370997],"1,31370997",32726
[DIVADM].[AREAKM].&[1.31712997],"1,31712997",6228
[DIVADM].[AREAKM].&[1.32317996],"1,32317996",11804
[DIVADM].[AREAKM].&[1.32922006],"1,32922006",17663
[DIVADM].[AREAKM].&[1.33041],"1,33041",15980
[DIVADM].[AREAKM].&[1.33096004],"1,33096004",14012
[DIVADM].[AREAKM].&[1.33226001],"1,33226001",3529
[DIVADM].[AREAKM].&[1.33318996],"1,33318996",19983
[DIVADM].[AREAKM].&[1.34648001],"1,34648001",18918
[DIVADM].[AREAKM].&[1.34709001],"1,34709001",27783
[DIVADM].[AREAKM].&[1.35589004],"1,35589004",13726
[DIVADM].[AREAKM].&[1.35704005],"1,35704005",16106
[DIVADM].[AREAKM].&[1.35811996],"1,35811996",33447
[DIVADM].[AREAKM].&[1.36681998],"1,36681998",27201
[DIVADM].[AREAKM].&[1.36993003],"1,36993003",26832
[DIVADM].[AREAKM].&[1.37829995],"1,37829995",35972
[DIVADM].[AREAKM].&[1.37831998],"1,37831998",8565
[DIVADM].[AREAKM].&[1.37940001],"1,37940001",15502
[DIVADM].[AREAKM].&[1.38422],"1,38422",66906
[DIVADM].[AREAKM].&[1.38844001],"1,38844001",33661
[DIVADM].[AREAKM].&[1.39187002],"1,39187002",10875
[DIVADM].[AREAKM].&[1.39520001],"1,39520001",16411
[DIVADM].[AREAKM].&[1.39754999],"1,39754999",12937
[DIVADM].[AREAKM].&[1.39758003],"1,39758003",20242
[DIVADM].[AREAKM].&[1.39786994],"1,39786994",8254
[DIVADM].[AREAKM].&[1.40684998],"1,40684998",18274
[DIVADM].[AREAKM].&[1.42623997],"1,42623997",42492
[DIVADM].[AREAKM].&[1.42891002],"1,42891002",9159
[DIVADM].[AREAKM].&[1.42998004],"1,42998004",37257
[DIVADM].[AREAKM].&[1.43788004],"1,43788004",6629
[DIVADM].[AREAKM].&[1.44866002],"1,44866002",29578
[DIVADM].[AREAKM].&[1.44979],"1,44979",41318
[DIVADM].[AREAKM].&[1.45621002],"1,45621002",11324
[DIVADM].[AREAKM].&[1.45943999],"1,45943999",20831
[DIVADM].[AREAKM].&[1.46674001],"1,46674001",14357
[DIVADM].[AREAKM].&[1.46733999],"1,46733999",19897
[DIVADM].[AREAKM].&[1.47564995],"1,47564995",20585
[DIVADM].[AREAKM].&[1.47820997],"1,47820997",25857
[DIVADM].[AREAKM].&[1.49012005],"1,49012005",28679
[DIVADM].[AREAKM].&[1.49328005],"1,49328005",28008
[DIVADM].[AREAKM].&[1.49694002],"1,49694002",19643
[DIVADM].[AREAKM].&[1.50421],"1,50421",6811
[DIVADM].[AREAKM].&[1.50556004],"1,50556004",24032
[DIVADM].[AREAKM].&[1.52013004],"1,52013004",3982
[DIVADM].[AREAKM].&[1.53717995],"1,53717995",11530
[DIVADM].[AREAKM].&[1.54410005],"1,54410005",41349
[DIVADM].[AREAKM].&[1.54903996],"1,54903996",5582
[DIVADM].[AREAKM].&[1.56141996],"1,56141996",30970
[DIVADM].[AREAKM].&[1.57362998],"1,57362998",11327
[DIVADM].[AREAKM].&[1.58021998],"1,58021998",43910
[DIVADM].[AREAKM].&[1.58519995],"1,58519995",29278
[DIVADM].[AREAKM].&[1.58570004],"1,58570004",6831
[DIVADM].[AREAKM].&[1.59359002],"1,59359002",60972
[DIVADM].[AREAKM].&[1.6099],"1,6099",20880
[DIVADM].[AREAKM].&[1.61775005],"1,61775005",5949
[DIVADM].[AREAKM].&[1.61942005],"1,61942005",32634
[DIVADM].[AREAKM].&[1.62018001],"1,62018001",4518
[DIVADM].[AREAKM].&[1.62066996],"1,62066996",34055
[DIVADM].[AREAKM].&[1.62204003],"1,62204003",60611
[DIVADM].[AREAKM].&[1.62709999],"1,62709999",12830
[DIVADM].[AREAKM].&[1.63109004],"1,63109004",27651
[DIVADM].[AREAKM].&[1.63779998],"1,63779998",14848
[DIVADM].[AREAKM].&[1.63905001],"1,63905001",20911
[DIVADM].[AREAKM].&[1.64250004],"1,64250004",38577
[DIVADM].[AREAKM].&[1.65725994],"1,65725994",4576
[DIVADM].[AREAKM].&[1.66354001],"1,66354001",12104
[DIVADM].[AREAKM].&[1.68267],"1,68267",58828
[DIVADM].[AREAKM].&[1.72570002],"1,72570002",54606
[DIVADM].[AREAKM].&[1.73004997],"1,73004997",13356
[DIVADM].[AREAKM].&[1.74154997],"1,74154997",7256
[DIVADM].[AREAKM].&[1.75159001],"1,75159001",28114
[DIVADM].[AREAKM].&[1.76084006],"1,76084006",14070
[DIVADM].[AREAKM].&[1.76705003],"1,76705003",40286
[DIVADM].[AREAKM].&[1.77866995],"1,77866995",17415
[DIVADM].[AREAKM].&[1.79168999],"1,79168999",9401
[DIVADM].[AREAKM].&[1.79182994],"1,79182994",68262
[DIVADM].[AREAKM].&[1.79577005],"1,79577005",37199
[DIVADM].[AREAKM].&[1.79955995],"1,79955995",19004
[DIVADM].[AREAKM].&[1.80806005],"1,80806005",49269
[DIVADM].[AREAKM].&[1.81075001],"1,81075001",29182
[DIVADM].[AREAKM].&[1.81843996],"1,81843996",6272
[DIVADM].[AREAKM].&[1.829],"1,829",26882
[DIVADM].[AREAKM].&[1.83045006],"1,83045006",12946
[DIVADM].[AREAKM].&[1.83326006],"1,83326006",31429
[DIVADM].[AREAKM].&[1.83945],"1,83945",33038
[DIVADM].[AREAKM].&[1.84491003],"1,84491003",47197
[DIVADM].[AREAKM].&[1.85043001],"1,85043001",26586
[DIVADM].[AREAKM].&[1.85723996],"1,85723996",14517
[DIVADM].[AREAKM].&[1.86846995],"1,86846995",8722
[DIVADM].[AREAKM].&[1.87176001],"1,87176001",5934
[DIVADM].[AREAKM].&[1.88653004],"1,88653004",18694
[DIVADM].[AREAKM].&[1.89347994],"1,89347994",14045
[DIVADM].[AREAKM].&[1.89476001],"1,89476001",14811
[DIVADM].[AREAKM].&[1.89778996],"1,89778996",16853
[DIVADM].[AREAKM].&[1.91589999],"1,91589999",38560
[DIVADM].[AREAKM].&[1.94544005],"1,94544005",18249
[DIVADM].[AREAKM].&[1.95697999],"1,95697999",18328
[DIVADM].[AREAKM].&[1.95848],"1,95848",7048
[DIVADM].[AREAKM].&[1.96354997],"1,96354997",36621
[DIVADM].[AREAKM].&[1.96587002],"1,96587002",19994
[DIVADM].[AREAKM].&[1.97349],"1,97349",15069
[DIVADM].[AREAKM].&[1.98950005],"1,98950005",3809
[DIVADM].[AREAKM].&[1.98960996],"1,98960996",10290
[DIVADM].[AREAKM].&[1.99404001],"1,99404001",47124
[DIVADM].[AREAKM].&[2.02642012],"2,02642012",12264
[DIVADM].[AREAKM].&[2.05352998],"2,05352998",7550
[DIVADM].[AREAKM].&[2.05835009],"2,05835009",40997
[DIVADM].[AREAKM].&[2.06299996],"2,06299996",48444
[DIVADM].[AREAKM].&[2.07166004],"2,07166004",6992
[DIVADM].[AREAKM].&[2.08991003],"2,08991003",6805
[DIVADM].[AREAKM].&[2.09912992],"2,09912992",4589
[DIVADM].[AREAKM].&[2.12018991],"2,12018991",47527
[DIVADM].[AREAKM].&[2.1393199],"2,1393199",22899
[DIVADM].[AREAKM].&[2.14725995],"2,14725995",61727
[DIVADM].[AREAKM].&[2.17510009],"2,17510009",32537
[DIVADM].[AREAKM].&[2.18393993],"2,18393993",15465
[DIVADM].[AREAKM].&[2.18923998],"2,18923998",14426
[DIVADM].[AREAKM].&[2.20872998],"2,20872998",29017
[DIVADM].[AREAKM].&[2.21925998],"2,21925998",37450
[DIVADM].[AREAKM].&[2.2202301],"2,2202301",29932
[DIVADM].[AREAKM].&[2.23024011],"2,23024011",19958
[DIVADM].[AREAKM].&[2.2423799],"2,2423799",53396
[DIVADM].[AREAKM].&[2.25212002],"2,25212002",22666
[DIVADM].[AREAKM].&[2.26073003],"2,26073003",25161
[DIVADM].[AREAKM].&[2.26745009],"2,26745009",12346
[DIVADM].[AREAKM].&[2.30965996],"2,30965996",6487
[DIVADM].[AREAKM].&[2.32351995],"2,32351995",17610
[DIVADM].[AREAKM].&[2.32768011],"2,32768011",14972
[DIVADM].[AREAKM].&[2.329],"2,329",78908
[DIVADM].[AREAKM].&[2.33141994],"2,33141994",21033
[DIVADM].[AREAKM].&[2.34221005],"2,34221005",23537
[DIVADM].[AREAKM].&[2.37505007],"2,37505007",23733
[DIVADM].[AREAKM].&[2.38388991],"2,38388991",58724
[DIVADM].[AREAKM].&[2.4386301],"2,4386301",15123
[DIVADM].[AREAKM].&[2.44269991],"2,44269991",22057
[DIVADM].[AREAKM].&[2.45696998],"2,45696998",32900
[DIVADM].[AREAKM].&[2.46704006],"2,46704006",26622
[DIVADM].[AREAKM].&[2.47533011],"2,47533011",18391
[DIVADM].[AREAKM].&[2.47803998],"2,47803998",20976
[DIVADM].[AREAKM].&[2.48746991],"2,48746991",14457
[DIVADM].[AREAKM].&[2.48862004],"2,48862004",17232
[DIVADM].[AREAKM].&[2.49179006],"2,49179006",9964
[DIVADM].[AREAKM].&[2.53267002],"2,53267002",10142
[DIVADM].[AREAKM].&[2.54978991],"2,54978991",11827
[DIVADM].[AREAKM].&[2.55341005],"2,55341005",13662
[DIVADM].[AREAKM].&[2.58951998],"2,58951998",17142
[DIVADM].[AREAKM].&[2.59610009],"2,59610009",18918
[DIVADM].[AREAKM].&[2.61271],"2,61271",6502
[DIVADM].[AREAKM].&[2.61557007],"2,61557007",34904
[DIVADM].[AREAKM].&[2.62258005],"2,62258005",40797
[DIVADM].[AREAKM].&[2.62664008],"2,62664008",33211
[DIVADM].[AREAKM].&[2.66764998],"2,66764998",34123
[DIVADM].[AREAKM].&[2.66931009],"2,66931009",16215
[DIVADM].[AREAKM].&[2.67075992],"2,67075992",14565
[DIVADM].[AREAKM].&[2.67196012],"2,67196012",18055
[DIVADM].[AREAKM].&[2.69028997],"2,69028997",7739
[DIVADM].[AREAKM].&[2.69621992],"2,69621992",6664
[DIVADM].[AREAKM].&[2.74324012],"2,74324012",17313
[DIVADM].[AREAKM].&[2.74593997],"2,74593997",18099
[DIVADM].[AREAKM].&[2.74698997],"2,74698997",8033
[DIVADM].[AREAKM].&[2.77372003],"2,77372003",12813
[DIVADM].[AREAKM].&[2.77978992],"2,77978992",12119
[DIVADM].[AREAKM].&[2.78611994],"2,78611994",24581
[DIVADM].[AREAKM].&[2.78873992],"2,78873992",8948
[DIVADM].[AREAKM].&[2.79041004],"2,79041004",28381
[DIVADM].[AREAKM].&[2.80012012],"2,80012012",25256
[DIVADM].[AREAKM].&[2.83962011],"2,83962011",5869
[DIVADM].[AREAKM].&[2.84824991],"2,84824991",57487
[DIVADM].[AREAKM].&[2.86120009],"2,86120009",29744
[DIVADM].[AREAKM].&[2.91588998],"2,91588998",46194
[DIVADM].[AREAKM].&[2.97115993],"2,97115993",32362
[DIVADM].[AREAKM].&[3.01719999],"3,01719999",9543
[DIVADM].[AREAKM].&[3.04262996],"3,04262996",16350
[DIVADM].[AREAKM].&[3.04579997],"3,04579997",6806
[DIVADM].[AREAKM].&[3.07044005],"3,07044005",5161
[DIVADM].[AREAKM].&[3.12245989],"3,12245989",860
[DIVADM].[AREAKM].&[3.1257],"3,1257",31853
[DIVADM].[AREAKM].&[3.13806009],"3,13806009",15277
[DIVADM].[AREAKM].&[3.14439988],"3,14439988",25693
[DIVADM].[AREAKM].&[3.16403008],"3,16403008",19067
[DIVADM].[AREAKM].&[3.1677599],"3,1677599",5152
[DIVADM].[AREAKM].&[3.18638992],"3,18638992",3762
[DIVADM].[AREAKM].&[3.20313001],"3,20313001",21017
[DIVADM].[AREAKM].&[3.20481992],"3,20481992",1413
[DIVADM].[AREAKM].&[3.23816991],"3,23816991",8759
[DIVADM].[AREAKM].&[3.2609601],"3,2609601",5852
[DIVADM].[AREAKM].&[3.27146006],"3,27146006",15399
[DIVADM].[AREAKM].&[3.27419996],"3,27419996",30806
[DIVADM].[AREAKM].&[3.27765012],"3,27765012",12249
[DIVADM].[AREAKM].&[3.29152012],"3,29152012",18832
[DIVADM].[AREAKM].&[3.29707003],"3,29707003",32784
[DIVADM].[AREAKM].&[3.32452989],"3,32452989",23455
[DIVADM].[AREAKM].&[3.32873988],"3,32873988",30081
[DIVADM].[AREAKM].&[3.36330009],"3,36330009",27294
[DIVADM].[AREAKM].&[3.3792901],"3,3792901",9728
[DIVADM].[AREAKM].&[3.40414],"3,40414",11090
[DIVADM].[AREAKM].&[3.42649007],"3,42649007",39031
[DIVADM].[AREAKM].&[3.43606997],"3,43606997",26434
[DIVADM].[AREAKM].&[3.47317004],"3,47317004",20310
[DIVADM].[AREAKM].&[3.47340012],"3,47340012",17935
[DIVADM].[AREAKM].&[3.47814012],"3,47814012",15953
[DIVADM].[AREAKM].&[3.48460007],"3,48460007",18900
[DIVADM].[AREAKM].&[3.49961996],"3,49961996",7311
[DIVADM].[AREAKM].&[3.49979997],"3,49979997",27824
[DIVADM].[AREAKM].&[3.50743008],"3,50743008",14715
[DIVADM].[AREAKM].&[3.51352],"3,51352",3291
[DIVADM].[AREAKM].&[3.53137994],"3,53137994",7360
[DIVADM].[AREAKM].&[3.55398011],"3,55398011",16602
[DIVADM].[AREAKM].&[3.56640005],"3,56640005",9842
[DIVADM].[AREAKM].&[3.58871007],"3,58871007",84635
[DIVADM].[AREAKM].&[3.62293005],"3,62293005",35739
[DIVADM].[AREAKM].&[3.63960004],"3,63960004",1863
[DIVADM].[AREAKM].&[3.68034005],"3,68034005",24956
[DIVADM].[AREAKM].&[3.68043995],"3,68043995",24532
[DIVADM].[AREAKM].&[3.68075991],"3,68075991",32343
[DIVADM].[AREAKM].&[3.71090007],"3,71090007",7778
[DIVADM].[AREAKM].&[3.7313199],"3,7313199",30837
[DIVADM].[AREAKM].&[3.73797011],"3,73797011",22790
[DIVADM].[AREAKM].&[3.74322009],"3,74322009",18429
[DIVADM].[AREAKM].&[3.78460002],"3,78460002",23169
[DIVADM].[AREAKM].&[3.81379008],"3,81379008",10743
[DIVADM].[AREAKM].&[3.86847997],"3,86847997",7471
[DIVADM].[AREAKM].&[3.92510009],"3,92510009",14001
[DIVADM].[AREAKM].&[3.92856002],"3,92856002",16429
[DIVADM].[AREAKM].&[3.95940995],"3,95940995",3676
[DIVADM].[AREAKM].&[3.96060991],"3,96060991",10809
[DIVADM].[AREAKM].&[3.9656899],"3,9656899",26299
[DIVADM].[AREAKM].&[3.96585989],"3,96585989",19198
[DIVADM].[AREAKM].&[3.99171996],"3,99171996",14905
[DIVADM].[AREAKM].&[3.99799991],"3,99799991",20497
[DIVADM].[AREAKM].&[4.07509995],"4,07509995",15563
[DIVADM].[AREAKM].&[4.08395004],"4,08395004",34037
[DIVADM].[AREAKM].&[4.12676001],"4,12676001",7354
[DIVADM].[AREAKM].&[4.18668985],"4,18668985",30694
[DIVADM].[AREAKM].&[4.28978014],"4,28978014",35499
[DIVADM].[AREAKM].&[4.34069014],"4,34069014",8347
[DIVADM].[AREAKM].&[4.35052013],"4,35052013",11340
[DIVADM].[AREAKM].&[4.46771002],"4,46771002",68813
[DIVADM].[AREAKM].&[4.48132992],"4,48132992",18589
[DIVADM].[AREAKM].&[4.48328018],"4,48328018",3132
[DIVADM].[AREAKM].&[4.48398018],"4,48398018",8317
[DIVADM].[AREAKM].&[4.5106802],"4,5106802",16604
[DIVADM].[AREAKM].&[4.51598978],"4,51598978",30777
[DIVADM].[AREAKM].&[4.54723978],"4,54723978",10761
[DIVADM].[AREAKM].&[4.55275011],"4,55275011",17692
[DIVADM].[AREAKM].&[4.6085],"4,6085",14975
[DIVADM].[AREAKM].&[4.61894989],"4,61894989",37386
[DIVADM].[AREAKM].&[4.62258005],"4,62258005",33703
[DIVADM].[AREAKM].&[4.70653009],"4,70653009",17871
[DIVADM].[AREAKM].&[4.76059008],"4,76059008",22702
[DIVADM].[AREAKM].&[4.77462006],"4,77462006",4694
[DIVADM].[AREAKM].&[4.77517986],"4,77517986",49678
[DIVADM].[AREAKM].&[4.79523993],"4,79523993",9983
[DIVADM].[AREAKM].&[4.81351995],"4,81351995",137
[DIVADM].[AREAKM].&[4.8320899],"4,8320899",7066
[DIVADM].[AREAKM].&[4.89250994],"4,89250994",39832
[DIVADM].[AREAKM].&[4.89514017],"4,89514017",42966
[DIVADM].[AREAKM].&[4.95877981],"4,95877981",5899
[DIVADM].[AREAKM].&[4.99458981],"4,99458981",66156
[DIVADM].[AREAKM].&[5.03227997],"5,03227997",26633
[DIVADM].[AREAKM].&[5.03722],"5,03722",15219
[DIVADM].[AREAKM].&[5.11562014],"5,11562014",8231
[DIVADM].[AREAKM].&[5.28289986],"5,28289986",10430
[DIVADM].[AREAKM].&[5.33611012],"5,33611012",18741
[DIVADM].[AREAKM].&[5.39643002],"5,39643002",20266
[DIVADM].[AREAKM].&[5.47002983],"5,47002983",22258
[DIVADM].[AREAKM].&[5.47099018],"5,47099018",12392
[DIVADM].[AREAKM].&[5.49935007],"5,49935007",22617
[DIVADM].[AREAKM].&[5.5187602],"5,5187602",13666
[DIVADM].[AREAKM].&[5.54165983],"5,54165983",6945
[DIVADM].[AREAKM].&[5.57763004],"5,57763004",43091
[DIVADM].[AREAKM].&[5.77202988],"5,77202988",20650
[DIVADM].[AREAKM].&[5.81476021],"5,81476021",48587
[DIVADM].[AREAKM].&[5.81617022],"5,81617022",6060
[DIVADM].[AREAKM].&[5.86057997],"5,86057997",24903
[DIVADM].[AREAKM].&[5.86800003],"5,86800003",10163
[DIVADM].[AREAKM].&[5.90286016],"5,90286016",39046
[DIVADM].[AREAKM].&[5.92445993],"5,92445993",31545
[DIVADM].[AREAKM].&[5.95998001],"5,95998001",8793
[DIVADM].[AREAKM].&[6.03592014],"6,03592014",8280
[DIVADM].[AREAKM].&[6.03759003],"6,03759003",10226
[DIVADM].[AREAKM].&[6.11118984],"6,11118984",18275
[DIVADM].[AREAKM].&[6.11465979],"6,11465979",28155
[DIVADM].[AREAKM].&[6.13992023],"6,13992023",30218
[DIVADM].[AREAKM].&[6.17235994],"6,17235994",6230
[DIVADM].[AREAKM].&[6.2093401],"6,2093401",23413
[DIVADM].[AREAKM].&[6.24817991],"6,24817991",14291
[DIVADM].[AREAKM].&[6.24948978],"6,24948978",12543
[DIVADM].[AREAKM].&[6.25480986],"6,25480986",7926
[DIVADM].[AREAKM].&[6.33300018],"6,33300018",2441
[DIVADM].[AREAKM].&[6.36257982],"6,36257982",9697
[DIVADM].[AREAKM].&[6.45254993],"6,45254993",19043
[DIVADM].[AREAKM].&[6.48078012],"6,48078012",22063
[DIVADM].[AREAKM].&[6.61004019],"6,61004019",15477
[DIVADM].[AREAKM].&[6.65945005],"6,65945005",9593
[DIVADM].[AREAKM].&[6.67114019],"6,67114019",17033
[DIVADM].[AREAKM].&[6.72855997],"6,72855997",8669
[DIVADM].[AREAKM].&[6.90445995],"6,90445995",25205
[DIVADM].[AREAKM].&[6.97683001],"6,97683001",10146
[DIVADM].[AREAKM].&[7.00232983],"7,00232983",15350
[DIVADM].[AREAKM].&[7.00589991],"7,00589991",8248
[DIVADM].[AREAKM].&[7.04762983],"7,04762983",3016
[DIVADM].[AREAKM].&[7.05354023],"7,05354023",75183
[DIVADM].[AREAKM].&[7.32337999],"7,32337999",11974
[DIVADM].[AREAKM].&[7.34187984],"7,34187984",878
[DIVADM].[AREAKM].&[7.50461006],"7,50461006",47694
[DIVADM].[AREAKM].&[7.51095009],"7,51095009",19992
[DIVADM].[AREAKM].&[7.51629019],"7,51629019",34924
[DIVADM].[AREAKM].&[7.53586006],"7,53586006",6677
[DIVADM].[AREAKM].&[7.56252003],"7,56252003",17825
[DIVADM].[AREAKM].&[7.68663979],"7,68663979",9052
[DIVADM].[AREAKM].&[7.76380014],"7,76380014",22218
[DIVADM].[AREAKM].&[7.86705017],"7,86705017",13345
[DIVADM].[AREAKM].&[7.87268019],"7,87268019",7710
[DIVADM].[AREAKM].&[7.89238024],"7,89238024",16403
[DIVADM].[AREAKM].&[8.02295971],"8,02295971",22452
[DIVADM].[AREAKM].&[8.07001019],"8,07001019",52588
[DIVADM].[AREAKM].&[8.07106972],"8,07106972",2853
[DIVADM].[AREAKM].&[8.1607399],"8,1607399",8038
[DIVADM].[AREAKM].&[8.16528988],"8,16528988",32553
[DIVADM].[AREAKM].&[8.23583984],"8,23583984",32711
[DIVADM].[AREAKM].&[8.26706982],"8,26706982",4211
[DIVADM].[AREAKM].&[8.28369999],"8,28369999",9093
[DIVADM].[AREAKM].&[8.29413033],"8,29413033",27296
[DIVADM].[AREAKM].&[8.35659981],"8,35659981",15173
[DIVADM].[AREAKM].&[8.36927986],"8,36927986",1614
[DIVADM].[AREAKM].&[8.49116993],"8,49116993",49894
[DIVADM].[AREAKM].&[8.49763966],"8,49763966",29439
[DIVADM].[AREAKM].&[8.50479031],"8,50479031",16897
[DIVADM].[AREAKM].&[8.63391018],"8,63391018",6258
[DIVADM].[AREAKM].&[8.91012955],"8,91012955",2708
[DIVADM].[AREAKM].&[8.92897034],"8,92897034",11694
[DIVADM].[AREAKM].&[9.03660011],"9,03660011",35591
[DIVADM].[AREAKM].&[9.05914021],"9,05914021",6742
[DIVADM].[AREAKM].&[9.18148041],"9,18148041",22416
[DIVADM].[AREAKM].&[9.21735954],"9,21735954",29170
