[DIVADM].[AREAKM].[AREAKM].[MEMBER_UNIQUE_NAME],[DIVADM].[AREAKM].[AREAKM].[MEMBER_CAPTION],[Measures].[SumaIncidentes]
[DIVADM].[AREAKM].&[9.35892963],"9,35892963",21446
[DIVADM].[AREAKM].&[9.46702003],"9,46702003",16183
[DIVADM].[AREAKM].&[9.49164009],"9,49164009",78
[DIVADM].[AREAKM].&[9.50166035],"9,50166035",6318
[DIVADM].[AREAKM].&[9.5830698],"9,5830698",24098
[DIVADM].[AREAKM].&[9.68274021],"9,68274021",1048
[DIVADM].[AREAKM].&[9.73161983],"9,73161983",14463
[DIVADM].[AREAKM].&[1.000279999E1],"10,00279999",5906
[DIVADM].[AREAKM].&[1.001589966E1],"10,01589966",17753
[DIVADM].[AREAKM].&[1.002000046E1],"10,02000046",10611
[DIVADM].[AREAKM].&[1.016720009E1],"10,16720009",16666
[DIVADM].[AREAKM].&[1.01875E1],"10,1875",8997
[DIVADM].[AREAKM].&[1.021809959E1],"10,21809959",7939
[DIVADM].[AREAKM].&[1.025559998E1],"10,25559998",133
[DIVADM].[AREAKM].&[1.025819969E1],"10,25819969",22170
[DIVADM].[AREAKM].&[1.025979996E1],"10,25979996",22915
[DIVADM].[AREAKM].&[1.028450012E1],"10,28450012",6877
[DIVADM].[AREAKM].&[1.030160046E1],"10,30160046",14292
[DIVADM].[AREAKM].&[1.032600021E1],"10,32600021",5491
[DIVADM].[AREAKM].&[1.054430008E1],"10,54430008",25767
[DIVADM].[AREAKM].&[1.058500004E1],"10,58500004",8972
[DIVADM].[AREAKM].&[1.089120007E1],"10,89120007",19746
[DIVADM].[AREAKM].&[1.103170013E1],"11,03170013",12070
[DIVADM].[AREAKM].&[1.111209965E1],"11,11209965",27063
[DIVADM].[AREAKM].&[1.111429977E1],"11,11429977",18987
[DIVADM].[AREAKM].&[1.133749962E1],"11,33749962",13915
[DIVADM].[AREAKM].&[1.134420013E1],"11,34420013",12021
[DIVADM].[AREAKM].&[1.150339985E1],"11,50339985",5355
[DIVADM].[AREAKM].&[1.167959976E1],"11,67959976",18513
[DIVADM].[AREAKM].&[1.185649967E1],"11,85649967",14234
[DIVADM].[AREAKM].&[1.192319965E1],"11,92319965",723
[DIVADM].[AREAKM].&[1.200879955E1],"12,00879955",26360
[DIVADM].[AREAKM].&[1.205389977E1],"12,05389977",2943
[DIVADM].[AREAKM].&[1.209829998E1],"12,09829998",9362
[DIVADM].[AREAKM].&[1.229129982E1],"12,29129982",25691
[DIVADM].[AREAKM].&[1.235039997E1],"12,35039997",218
[DIVADM].[AREAKM].&[1.242809963E1],"12,42809963",11872
[DIVADM].[AREAKM].&[1.260599995E1],"12,60599995",16678
[DIVADM].[AREAKM].&[1.263490009E1],"12,63490009",23906
[DIVADM].[AREAKM].&[1.265719986E1],"12,65719986",11122
[DIVADM].[AREAKM].&[1.285270023E1],"12,85270023",5601
[DIVADM].[AREAKM].&[1.305830002E1],"13,05830002",1543
[DIVADM].[AREAKM].&[1.308790016E1],"13,08790016",25896
[DIVADM].[AREAKM].&[1.318260002E1],"13,18260002",2305
[DIVADM].[AREAKM].&[1.322340012E1],"13,22340012",12330
[DIVADM].[AREAKM].&[1.337419987E1],"13,37419987",6376
[DIVADM].[AREAKM].&[1.337870026E1],"13,37870026",19151
[DIVADM].[AREAKM].&[1.339420033E1],"13,39420033",35231
[DIVADM].[AREAKM].&[1.346360016E1],"13,46360016",14932
[DIVADM].[AREAKM].&[1.348050022E1],"13,48050022",11301
[DIVADM].[AREAKM].&[1.360910034E1],"13,60910034",16357
[DIVADM].[AREAKM].&[1.38046999E1],"13,8046999",29427
[DIVADM].[AREAKM].&[1.397799969E1],"13,97799969",4957
[DIVADM].[AREAKM].&[1.402700043E1],"14,02700043",21639
[DIVADM].[AREAKM].&[1.402729988E1],"14,02729988",15221
[DIVADM].[AREAKM].&[1.405599976E1],"14,05599976",15770
[DIVADM].[AREAKM].&[1.408360004E1],"14,08360004",1009
[DIVADM].[AREAKM].&[1.411180019E1],"14,11180019",15808
[DIVADM].[AREAKM].&[1.417749977E1],"14,17749977",5912
[DIVADM].[AREAKM].&[1.418309975E1],"14,18309975",11472
[DIVADM].[AREAKM].&[1.427600002E1],"14,27600002",3784
[DIVADM].[AREAKM].&[1.44598999E1],"14,4598999",1355
[DIVADM].[AREAKM].&[1.463409996E1],"14,63409996",19683
[DIVADM].[AREAKM].&[1.46637001E1],"14,6637001",8303
[DIVADM].[AREAKM].&[1.486369991E1],"14,86369991",4668
[DIVADM].[AREAKM].&[1.520180035E1],"15,20180035",22270
[DIVADM].[AREAKM].&[1.536859989E1],"15,36859989",5403
[DIVADM].[AREAKM].&[1.585169983E1],"15,85169983",12071
[DIVADM].[AREAKM].&[1.595810032E1],"15,95810032",25908
[DIVADM].[AREAKM].&[1.608429909E1],"16,08429909",11599
[DIVADM].[AREAKM].&[1.612529945E1],"16,12529945",26509
[DIVADM].[AREAKM].&[1.627680016E1],"16,27680016",11624
[DIVADM].[AREAKM].&[1.628610039E1],"16,28610039",53159
[DIVADM].[AREAKM].&[1.630699921E1],"16,30699921",20189
[DIVADM].[AREAKM].&[1.644729996E1],"16,44729996",1918
[DIVADM].[AREAKM].&[1.657679939E1],"16,57679939",4559
[DIVADM].[AREAKM].&[1.662669945E1],"16,62669945",8830
[DIVADM].[AREAKM].&[1.665369987E1],"16,65369987",18069
[DIVADM].[AREAKM].&[1.665600014E1],"16,65600014",3140
[DIVADM].[AREAKM].&[1.697570038E1],"16,97570038",6197
[DIVADM].[AREAKM].&[1.708289909E1],"17,08289909",5992
[DIVADM].[AREAKM].&[1.735090065E1],"17,35090065",16168
[DIVADM].[AREAKM].&[1.750659943E1],"17,50659943",23186
[DIVADM].[AREAKM].&[1.755739975E1],"17,55739975",4751
[DIVADM].[AREAKM].&[1.764290047E1],"17,64290047",41927
[DIVADM].[AREAKM].&[1.800139999E1],"18,00139999",2457
[DIVADM].[AREAKM].&[1.811879921E1],"18,11879921",1829
[DIVADM].[AREAKM].&[1.839850044E1],"18,39850044",5551
[DIVADM].[AREAKM].&[1.850449944E1],"18,50449944",10280
[DIVADM].[AREAKM].&[1.850919914E1],"18,50919914",4657
[DIVADM].[AREAKM].&[1.852899933E1],"18,52899933",3016
[DIVADM].[AREAKM].&[1.85359993E1],"18,5359993",1255
[DIVADM].[AREAKM].&[1.854100037E1],"18,54100037",20980
[DIVADM].[AREAKM].&[1.868549919E1],"18,68549919",5173
[DIVADM].[AREAKM].&[1.87833004E1],"18,7833004",317
[DIVADM].[AREAKM].&[1.87935009E1],"18,7935009",12040
[DIVADM].[AREAKM].&[1.883410072E1],"18,83410072",3240
[DIVADM].[AREAKM].&[1.898520088E1],"18,98520088",33854
[DIVADM].[AREAKM].&[1.920569992E1],"19,20569992",24918
[DIVADM].[AREAKM].&[1.94993E1],"19,4993",6840
[DIVADM].[AREAKM].&[1.95230999E1],"19,5230999",10371
[DIVADM].[AREAKM].&[1.971419907E1],"19,71419907",12627
[DIVADM].[AREAKM].&[2.001549911E1],"20,01549911",10784
[DIVADM].[AREAKM].&[2.042410088E1],"20,42410088",7879
[DIVADM].[AREAKM].&[2.045120049E1],"20,45120049",2149
[DIVADM].[AREAKM].&[2.054490089E1],"20,54490089",14163
[DIVADM].[AREAKM].&[2.056489944E1],"20,56489944",1397
[DIVADM].[AREAKM].&[2.061330032E1],"20,61330032",19393
[DIVADM].[AREAKM].&[2.074880028E1],"20,74880028",168
[DIVADM].[AREAKM].&[2.081349945E1],"20,81349945",10933
[DIVADM].[AREAKM].&[2.082509995E1],"20,82509995",11467
[DIVADM].[AREAKM].&[2.088100052E1],"20,88100052",16592
[DIVADM].[AREAKM].&[2.093720055E1],"20,93720055",25091
[DIVADM].[AREAKM].&[2.111429977E1],"21,11429977",11713
[DIVADM].[AREAKM].&[2.115690041E1],"21,15690041",9118
[DIVADM].[AREAKM].&[2.117110062E1],"21,17110062",208
[DIVADM].[AREAKM].&[2.123189926E1],"21,23189926",763
[DIVADM].[AREAKM].&[2.123929977E1],"21,23929977",2472
[DIVADM].[AREAKM].&[2.124090004E1],"21,24090004",407
[DIVADM].[AREAKM].&[2.130509949E1],"21,30509949",14360
[DIVADM].[AREAKM].&[2.138739967E1],"21,38739967",7145
[DIVADM].[AREAKM].&[2.154400063E1],"21,54400063",28447
[DIVADM].[AREAKM].&[2.161660004E1],"21,61660004",11752
[DIVADM].[AREAKM].&[2.166679955E1],"21,66679955",14724
[DIVADM].[AREAKM].&[2.167650032E1],"21,67650032",14427
[DIVADM].[AREAKM].&[2.187400055E1],"21,87400055",23020
[DIVADM].[AREAKM].&[2.192230034E1],"21,92230034",17487
[DIVADM].[AREAKM].&[2.240550041E1],"22,40550041",8360
[DIVADM].[AREAKM].&[2.242029953E1],"22,42029953",6494
[DIVADM].[AREAKM].&[2.246800041E1],"22,46800041",871
[DIVADM].[AREAKM].&[2.24762001E1],"22,4762001",27787
[DIVADM].[AREAKM].&[2.254030037E1],"22,54030037",26315
[DIVADM].[AREAKM].&[2.317930031E1],"23,17930031",13832
[DIVADM].[AREAKM].&[2.336260033E1],"23,36260033",4084
[DIVADM].[AREAKM].&[2.361090088E1],"23,61090088",13413
[DIVADM].[AREAKM].&[2.388509941E1],"23,88509941",14707
[DIVADM].[AREAKM].&[2.395770073E1],"23,95770073",16363
[DIVADM].[AREAKM].&[2.396039963E1],"23,96039963",18135
[DIVADM].[AREAKM].&[2.403149986E1],"24,03149986",1817
[DIVADM].[AREAKM].&[2.406699944E1],"24,06699944",4501
[DIVADM].[AREAKM].&[2.422389984E1],"24,22389984",356
[DIVADM].[AREAKM].&[2.432110023E1],"24,32110023",29484
[DIVADM].[AREAKM].&[2.438660049E1],"24,38660049",1649
[DIVADM].[AREAKM].&[2.440299988E1],"24,40299988",2049
[DIVADM].[AREAKM].&[2.474869919E1],"24,74869919",664
[DIVADM].[AREAKM].&[2.477319908E1],"24,77319908",15417
[DIVADM].[AREAKM].&[2.478079987E1],"24,78079987",9640
[DIVADM].[AREAKM].&[2.478569984E1],"24,78569984",4940
[DIVADM].[AREAKM].&[2.511450005E1],"25,11450005",22639
[DIVADM].[AREAKM].&[2.533729935E1],"25,33729935",13496
[DIVADM].[AREAKM].&[2.538299942E1],"25,38299942",13723
[DIVADM].[AREAKM].&[2.551189995E1],"25,51189995",17302
[DIVADM].[AREAKM].&[2.568000031E1],"25,68000031",11571
[DIVADM].[AREAKM].&[2.57689991E1],"25,7689991",74
[DIVADM].[AREAKM].&[2.586050034E1],"25,86050034",3503
[DIVADM].[AREAKM].&[2.607180023E1],"26,07180023",464
[DIVADM].[AREAKM].&[2.623060036E1],"26,23060036",9031
[DIVADM].[AREAKM].&[2.630800056E1],"26,30800056",589
[DIVADM].[AREAKM].&[2.631279945E1],"26,31279945",7934
[DIVADM].[AREAKM].&[2.655500031E1],"26,55500031",6931
[DIVADM].[AREAKM].&[2.667740059E1],"26,67740059",17766
[DIVADM].[AREAKM].&[2.688170052E1],"26,88170052",17872
[DIVADM].[AREAKM].&[2.688599968E1],"26,88599968",23002
[DIVADM].[AREAKM].&[2.695599937E1],"26,95599937",8100
[DIVADM].[AREAKM].&[2.708040047E1],"27,08040047",7873
[DIVADM].[AREAKM].&[2.723559952E1],"27,23559952",8666
[DIVADM].[AREAKM].&[2.756999969E1],"27,56999969",17083
[DIVADM].[AREAKM].&[2.770240021E1],"27,70240021",20591
[DIVADM].[AREAKM].&[2.785070038E1],"27,85070038",13711
[DIVADM].[AREAKM].&[2.810619926E1],"28,10619926",21622
[DIVADM].[AREAKM].&[2.835440063E1],"28,35440063",15440
[DIVADM].[AREAKM].&[2.864030075E1],"28,64030075",370
[DIVADM].[AREAKM].&[2.881340027E1],"28,81340027",2197
[DIVADM].[AREAKM].&[2.897830009E1],"28,97830009",11378
[DIVADM].[AREAKM].&[2.904290009E1],"29,04290009",28007
[DIVADM].[AREAKM].&[2.92758007E1],"29,2758007",15543
[DIVADM].[AREAKM].&[2.943580055E1],"29,43580055",8145
[DIVADM].[AREAKM].&[2.959620094E1],"29,59620094",42404
[DIVADM].[AREAKM].&[2.983539963E1],"29,83539963",4711
[DIVADM].[AREAKM].&[2.997489929E1],"29,97489929",2466
[DIVADM].[AREAKM].&[2.999510002E1],"29,99510002",4333
[DIVADM].[AREAKM].&[3.023150063E1],"30,23150063",20675
[DIVADM].[AREAKM].&[3.042320061E1],"30,42320061",9280
[DIVADM].[AREAKM].&[3.063319969E1],"30,63319969",6336
[DIVADM].[AREAKM].&[3.085759926E1],"30,85759926",448
[DIVADM].[AREAKM].&[3.126580048E1],"31,26580048",6954
[DIVADM].[AREAKM].&[3.145630074E1],"31,45630074",31001
[DIVADM].[AREAKM].&[3.152809906E1],"31,52809906",87
[DIVADM].[AREAKM].&[3.157570076E1],"31,57570076",44129
[DIVADM].[AREAKM].&[3.163470078E1],"31,63470078",12209
[DIVADM].[AREAKM].&[3.172739983E1],"31,72739983",24450
[DIVADM].[AREAKM].&[3.181529999E1],"31,81529999",21948
[DIVADM].[AREAKM].&[3.197400093E1],"31,97400093",8043
[DIVADM].[AREAKM].&[3.198380089E1],"31,98380089",7529
[DIVADM].[AREAKM].&[3.199469948E1],"31,99469948",19468
[DIVADM].[AREAKM].&[3.209180069E1],"32,09180069",15123
[DIVADM].[AREAKM].&[3.215100098E1],"32,15100098",1544
[DIVADM].[AREAKM].&[3.227870178E1],"32,27870178",4299
[DIVADM].[AREAKM].&[3.278210068E1],"32,78210068",1162
[DIVADM].[AREAKM].&[3.387080002E1],"33,87080002",39816
[DIVADM].[AREAKM].&[3.403160095E1],"34,03160095",2766
[DIVADM].[AREAKM].&[3.427529907E1],"34,27529907",10461
[DIVADM].[AREAKM].&[3.435680008E1],"34,35680008",6374
[DIVADM].[AREAKM].&[3.445449829E1],"34,45449829",25725
[DIVADM].[AREAKM].&[3.463169861E1],"34,63169861",7931
[DIVADM].[AREAKM].&[3.47961998E1],"34,7961998",640
[DIVADM].[AREAKM].&[3.497679901E1],"34,97679901",2474
[DIVADM].[AREAKM].&[3.503160095E1],"35,03160095",18188
[DIVADM].[AREAKM].&[3.543909836E1],"35,43909836",21760
[DIVADM].[AREAKM].&[3.595000076E1],"35,95000076",6310
[DIVADM].[AREAKM].&[3.62594986E1],"36,2594986",6001
[DIVADM].[AREAKM].&[3.635409927E1],"36,35409927",8528
[DIVADM].[AREAKM].&[3.648419952E1],"36,48419952",3780
[DIVADM].[AREAKM].&[3.654700089E1],"36,54700089",1150
[DIVADM].[AREAKM].&[3.655310059E1],"36,55310059",6811
[DIVADM].[AREAKM].&[3.669319916E1],"36,69319916",5567
[DIVADM].[AREAKM].&[3.707979965E1],"37,07979965",28120
[DIVADM].[AREAKM].&[3.719309998E1],"37,19309998",24411
[DIVADM].[AREAKM].&[3.731869888E1],"37,31869888",24518
[DIVADM].[AREAKM].&[3.743159866E1],"37,43159866",2764
[DIVADM].[AREAKM].&[3.746099854E1],"37,46099854",3796
[DIVADM].[AREAKM].&[3.756719971E1],"37,56719971",12601
[DIVADM].[AREAKM].&[3.766889954E1],"37,66889954",9087
[DIVADM].[AREAKM].&[3.790409851E1],"37,90409851",1763
[DIVADM].[AREAKM].&[3.833599854E1],"38,33599854",2464
[DIVADM].[AREAKM].&[3.833819962E1],"38,33819962",2154
[DIVADM].[AREAKM].&[3.836090088E1],"38,36090088",21594
[DIVADM].[AREAKM].&[3.836349869E1],"38,36349869",18245
[DIVADM].[AREAKM].&[3.966210175E1],"39,66210175",4165
[DIVADM].[AREAKM].&[3.987879944E1],"39,87879944",7169
[DIVADM].[AREAKM].&[4.000859833E1],"40,00859833",1903
[DIVADM].[AREAKM].&[4.002500153E1],"40,02500153",4800
[DIVADM].[AREAKM].&[4.027109909E1],"40,27109909",14101
[DIVADM].[AREAKM].&[4.046549988E1],"40,46549988",23277
[DIVADM].[AREAKM].&[4.072629929E1],"40,72629929",3749
[DIVADM].[AREAKM].&[4.09679985E1],"40,9679985",9699
[DIVADM].[AREAKM].&[4.109230042E1],"41,09230042",3612
[DIVADM].[AREAKM].&[4.13003006E1],"41,3003006",7585
[DIVADM].[AREAKM].&[4.133720016E1],"41,33720016",973
[DIVADM].[AREAKM].&[4.134859848E1],"41,34859848",30569
[DIVADM].[AREAKM].&[4.160329819E1],"41,60329819",12545
[DIVADM].[AREAKM].&[4.211180115E1],"42,11180115",2497
[DIVADM].[AREAKM].&[4.213629913E1],"42,13629913",381
[DIVADM].[AREAKM].&[4.224060059E1],"42,24060059",23466
[DIVADM].[AREAKM].&[4.227930069E1],"42,27930069",7682
[DIVADM].[AREAKM].&[4.254959869E1],"42,54959869",20047
[DIVADM].[AREAKM].&[4.287969971E1],"42,87969971",4511
[DIVADM].[AREAKM].&[4.304859924E1],"43,04859924",4210
[DIVADM].[AREAKM].&[4.312519836E1],"43,12519836",349
[DIVADM].[AREAKM].&[4.316120148E1],"43,16120148",8823
[DIVADM].[AREAKM].&[4.323759842E1],"43,23759842",6242
[DIVADM].[AREAKM].&[4.327170181E1],"43,27170181",22131
[DIVADM].[AREAKM].&[4.33268013E1],"43,3268013",897
[DIVADM].[AREAKM].&[4.333380127E1],"43,33380127",10251
[DIVADM].[AREAKM].&[4.407569885E1],"44,07569885",45036
[DIVADM].[AREAKM].&[4.415530014E1],"44,15530014",491
[DIVADM].[AREAKM].&[4.429339981E1],"44,29339981",2204
[DIVADM].[AREAKM].&[4.439089966E1],"44,39089966",4984
[DIVADM].[AREAKM].&[4.446419907E1],"44,46419907",5448
[DIVADM].[AREAKM].&[4.456269836E1],"44,56269836",33983
[DIVADM].[AREAKM].&[4.531700134E1],"45,31700134",60
[DIVADM].[AREAKM].&[4.562979889E1],"45,62979889",5295
[DIVADM].[AREAKM].&[4.583739853E1],"45,83739853",7295
[DIVADM].[AREAKM].&[4.584960175E1],"45,84960175",3431
[DIVADM].[AREAKM].&[4.593830109E1],"45,93830109",9473
[DIVADM].[AREAKM].&[4.611899948E1],"46,11899948",21188
[DIVADM].[AREAKM].&[4.638019943E1],"46,38019943",798
[DIVADM].[AREAKM].&[4.698550034E1],"46,98550034",5327
[DIVADM].[AREAKM].&[4.699129868E1],"46,99129868",17508
[DIVADM].[AREAKM].&[4.714149857E1],"47,14149857",1227
[DIVADM].[AREAKM].&[4.739599991E1],"47,39599991",3246
[DIVADM].[AREAKM].&[4.760540009E1],"47,60540009",2818
[DIVADM].[AREAKM].&[4.771360016E1],"47,71360016",14023
[DIVADM].[AREAKM].&[4.774689865E1],"47,74689865",82432
[DIVADM].[AREAKM].&[4.79720993E1],"47,9720993",13956
[DIVADM].[AREAKM].&[4.811109924E1],"48,11109924",7648
[DIVADM].[AREAKM].&[4.817039871E1],"48,17039871",2264
[DIVADM].[AREAKM].&[4.829600143E1],"48,29600143",1832
[DIVADM].[AREAKM].&[4.865940094E1],"48,65940094",9387
[DIVADM].[AREAKM].&[4.907229996E1],"49,07229996",30792
[DIVADM].[AREAKM].&[4.928239822E1],"49,28239822",35035
[DIVADM].[AREAKM].&[4.928300095E1],"49,28300095",3532
[DIVADM].[AREAKM].&[4.957339859E1],"49,57339859",33153
[DIVADM].[AREAKM].&[4.957559967E1],"49,57559967",4573
[DIVADM].[AREAKM].&[4.977249908E1],"49,77249908",5071
[DIVADM].[AREAKM].&[4.980469894E1],"49,80469894",3212
[DIVADM].[AREAKM].&[4.988069916E1],"49,88069916",617
[DIVADM].[AREAKM].&[4.990129852E1],"49,90129852",2003
[DIVADM].[AREAKM].&[5.006959915E1],"50,06959915",468
[DIVADM].[AREAKM].&[5.015670013E1],"50,15670013",9983
[DIVADM].[AREAKM].&[5.060580063E1],"50,60580063",7919
[DIVADM].[AREAKM].&[5.126380157E1],"51,26380157",368
[DIVADM].[AREAKM].&[5.134540176E1],"51,34540176",14236
[DIVADM].[AREAKM].&[5.147869873E1],"51,47869873",12913
[DIVADM].[AREAKM].&[5.149119949E1],"51,49119949",220
[DIVADM].[AREAKM].&[5.154349899E1],"51,54349899",11148
[DIVADM].[AREAKM].&[5.160219955E1],"51,60219955",889
[DIVADM].[AREAKM].&[5.189770126E1],"51,89770126",19469
[DIVADM].[AREAKM].&[5.201689911E1],"52,01689911",22970
[DIVADM].[AREAKM].&[5.209059906E1],"52,09059906",1411
[DIVADM].[AREAKM].&[5.21678009E1],"52,1678009",5243
[DIVADM].[AREAKM].&[5.22154007E1],"52,2154007",14833
[DIVADM].[AREAKM].&[5.238940048E1],"52,38940048",7023
[DIVADM].[AREAKM].&[5.256990051E1],"52,56990051",20018
[DIVADM].[AREAKM].&[5.265879822E1],"52,65879822",15845
[DIVADM].[AREAKM].&[5.30135994E1],"53,0135994",30306
[DIVADM].[AREAKM].&[5.32071991E1],"53,2071991",14054
[DIVADM].[AREAKM].&[5.356219864E1],"53,56219864",4979
[DIVADM].[AREAKM].&[5.391659927E1],"53,91659927",6664
[DIVADM].[AREAKM].&[5.42458992E1],"54,2458992",3227
[DIVADM].[AREAKM].&[5.454779816E1],"54,54779816",12142
[DIVADM].[AREAKM].&[5.483810043E1],"54,83810043",17352
[DIVADM].[AREAKM].&[5.485960007E1],"54,85960007",5862
[DIVADM].[AREAKM].&[5.510070038E1],"55,10070038",508
[DIVADM].[AREAKM].&[5.529719925E1],"55,29719925",323
[DIVADM].[AREAKM].&[5.545629883E1],"55,45629883",1424
[DIVADM].[AREAKM].&[5.574459839E1],"55,74459839",764
[DIVADM].[AREAKM].&[5.578960037E1],"55,78960037",19134
[DIVADM].[AREAKM].&[5.702709961E1],"57,02709961",14069
[DIVADM].[AREAKM].&[5.707429886E1],"57,07429886",6149
[DIVADM].[AREAKM].&[5.710860062E1],"57,10860062",457
[DIVADM].[AREAKM].&[5.76753006E1],"57,6753006",15092
[DIVADM].[AREAKM].&[5.777429962E1],"57,77429962",34747
[DIVADM].[AREAKM].&[5.793859863E1],"57,93859863",2244
[DIVADM].[AREAKM].&[5.802719879E1],"58,02719879",15219
[DIVADM].[AREAKM].&[5.815520096E1],"58,15520096",2259
[DIVADM].[AREAKM].&[5.857130051E1],"58,57130051",118
[DIVADM].[AREAKM].&[5.858349991E1],"58,58349991",2817
[DIVADM].[AREAKM].&[5.894150162E1],"58,94150162",7384
[DIVADM].[AREAKM].&[5.898139954E1],"58,98139954",12283
[DIVADM].[AREAKM].&[5.913059998E1],"59,13059998",12660
[DIVADM].[AREAKM].&[5.934970093E1],"59,34970093",4818
[DIVADM].[AREAKM].&[5.937760162E1],"59,37760162",1624
[DIVADM].[AREAKM].&[5.942950058E1],"59,42950058",15648
[DIVADM].[AREAKM].&[5.969440079E1],"59,69440079",17396
[DIVADM].[AREAKM].&[5.976390076E1],"59,76390076",489
[DIVADM].[AREAKM].&[6.05102005E1],"60,5102005",25660
[DIVADM].[AREAKM].&[6.055849838E1],"60,55849838",2687
[DIVADM].[AREAKM].&[6.05705986E1],"60,5705986",3726
[DIVADM].[AREAKM].&[6.066830063E1],"60,66830063",4159
[DIVADM].[AREAKM].&[6.067739868E1],"60,67739868",7672
[DIVADM].[AREAKM].&[6.076710129E1],"60,76710129",809
[DIVADM].[AREAKM].&[6.078340149E1],"60,78340149",2092
[DIVADM].[AREAKM].&[6.126169968E1],"61,26169968",19030
[DIVADM].[AREAKM].&[6.128099823E1],"61,28099823",7629
[DIVADM].[AREAKM].&[6.159009933E1],"61,59009933",1306
[DIVADM].[AREAKM].&[6.207220078E1],"62,07220078",587
[DIVADM].[AREAKM].&[6.258720016E1],"62,58720016",13443
[DIVADM].[AREAKM].&[6.269029999E1],"62,69029999",14763
[DIVADM].[AREAKM].&[6.30163002E1],"63,0163002",998
[DIVADM].[AREAKM].&[6.303099823E1],"63,03099823",25387
[DIVADM].[AREAKM].&[6.319480133E1],"63,19480133",5264
[DIVADM].[AREAKM].&[6.335110092E1],"63,35110092",31280
[DIVADM].[AREAKM].&[6.337139893E1],"63,37139893",9730
[DIVADM].[AREAKM].&[6.357220078E1],"63,57220078",475
[DIVADM].[AREAKM].&[6.359799957E1],"63,59799957",4141
[DIVADM].[AREAKM].&[6.38404007E1],"63,8404007",5083
[DIVADM].[AREAKM].&[6.406469727E1],"64,06469727",7397
[DIVADM].[AREAKM].&[6.433840179E1],"64,33840179",8824
[DIVADM].[AREAKM].&[6.449729919E1],"64,49729919",752
[DIVADM].[AREAKM].&[6.522509766E1],"65,22509766",10031
[DIVADM].[AREAKM].&[6.532679749E1],"65,32679749",1503
[DIVADM].[AREAKM].&[6.589980316E1],"65,89980316",5569
[DIVADM].[AREAKM].&[6.622859955E1],"66,22859955",15567
[DIVADM].[AREAKM].&[6.62507019E1],"66,2507019",4158
[DIVADM].[AREAKM].&[6.685569763E1],"66,85569763",22121
[DIVADM].[AREAKM].&[6.695269775E1],"66,95269775",17405
[DIVADM].[AREAKM].&[6.714830017E1],"67,14830017",1860
