[DIVADM].[OBJECTID_1].[OBJECTID_1].[MEMBER_UNIQUE_NAME],[DIVADM].[OBJECTID_1].[OBJECTID_1].[MEMBER_CAPTION],[Measures].[SumaIncidentes]
[DIVADM].[OBJECTID_1].&[483],483,19004
[DIVADM].[OBJECTID_1].&[484],484,5403
[DIVADM].[OBJECTID_1].&[485],485,2360
[DIVADM].[OBJECTID_1].&[486],486,15704
[DIVADM].[OBJECTID_1].&[487],487,11974
[DIVADM].[OBJECTID_1].&[488],488,16183
[DIVADM].[OBJECTID_1].&[489],489,2647
[DIVADM].[OBJECTID_1].&[490],490,2383
[DIVADM].[OBJECTID_1].&[491],491,7347
[DIVADM].[OBJECTID_1].&[492],492,5407
[DIVADM].[OBJECTID_1].&[493],493,12715
[DIVADM].[OBJECTID_1].&[494],494,7803
[DIVADM].[OBJECTID_1].&[495],495,29744
[DIVADM].[OBJECTID_1].&[496],496,15340
[DIVADM].[OBJECTID_1].&[497],497,58724
[DIVADM].[OBJECTID_1].&[498],498,17610
[DIVADM].[OBJECTID_1].&[499],499,5551
[DIVADM].[OBJECTID_1].&[500],500,133
[DIVADM].[OBJECTID_1].&[501],501,10923
[DIVADM].[OBJECTID_1].&[502],502,8309
[DIVADM].[OBJECTID_1].&[503],503,6241
[DIVADM].[OBJECTID_1].&[504],504,1047
[DIVADM].[OBJECTID_1].&[505],505,7704
[DIVADM].[OBJECTID_1].&[506],506,2751
[DIVADM].[OBJECTID_1].&[507],507,23138
[DIVADM].[OBJECTID_1].&[508],508,35340
[DIVADM].[OBJECTID_1].&[509],509,18249
[DIVADM].[OBJECTID_1].&[510],510,23946
[DIVADM].[OBJECTID_1].&[511],511,15082
[DIVADM].[OBJECTID_1].&[512],512,60972
[DIVADM].[OBJECTID_1].&[513],513,61572
[DIVADM].[OBJECTID_1].&[514],514,34037
[DIVADM].[OBJECTID_1].&[515],515,22170
[DIVADM].[OBJECTID_1].&[516],516,20497
[DIVADM].[OBJECTID_1].&[517],517,36621
[DIVADM].[OBJECTID_1].&[518],518,20464
[DIVADM].[OBJECTID_1].&[519],519,36332
[DIVADM].[OBJECTID_1].&[520],520,13315
[DIVADM].[OBJECTID_1].&[521],521,10893
[DIVADM].[OBJECTID_1].&[522],522,15845
[DIVADM].[OBJECTID_1].&[523],523,5992
[DIVADM].[OBJECTID_1].&[524],524,7269
[DIVADM].[OBJECTID_1].&[525],525,3796
[DIVADM].[OBJECTID_1].&[526],526,15417
[DIVADM].[OBJECTID_1].&[527],527,48587
[DIVADM].[OBJECTID_1].&[528],528,18328
[DIVADM].[OBJECTID_1].&[529],529,40797
[DIVADM].[OBJECTID_1].&[530],530,84635
[DIVADM].[OBJECTID_1].&[531],531,43091
[DIVADM].[OBJECTID_1].&[532],532,66156
[DIVADM].[OBJECTID_1].&[533],533,68813
[DIVADM].[OBJECTID_1].&[534],534,22416
[DIVADM].[OBJECTID_1].&[535],535,18391
[DIVADM].[OBJECTID_1].&[536],536,6146
[DIVADM].[OBJECTID_1].&[537],537,239
[DIVADM].[OBJECTID_1].&[538],538,19993
[DIVADM].[OBJECTID_1].&[539],539,8838
[DIVADM].[OBJECTID_1].&[540],540,17766
[DIVADM].[OBJECTID_1].&[541],541,10580
[DIVADM].[OBJECTID_1].&[542],542,3958
[DIVADM].[OBJECTID_1].&[543],543,4210
[DIVADM].[OBJECTID_1].&[544],544,18069
[DIVADM].[OBJECTID_1].&[545],545,6931
[DIVADM].[OBJECTID_1].&[546],546,11364
[DIVADM].[OBJECTID_1].&[547],547,393
[DIVADM].[OBJECTID_1].&[548],548,1535
[DIVADM].[OBJECTID_1].&[549],549,1417
[DIVADM].[OBJECTID_1].&[550],550,20025
[DIVADM].[OBJECTID_1].&[551],551,2818
[DIVADM].[OBJECTID_1].&[552],552,1411
[DIVADM].[OBJECTID_1].&[553],553,897
[DIVADM].[OBJECTID_1].&[554],554,25908
[DIVADM].[OBJECTID_1].&[555],555,1255
[DIVADM].[OBJECTID_1].&[556],556,4892
[DIVADM].[OBJECTID_1].&[557],557,1346
[DIVADM].[OBJECTID_1].&[558],558,7977
[DIVADM].[OBJECTID_1].&[559],559,1411
[DIVADM].[OBJECTID_1].&[560],560,3269
[DIVADM].[OBJECTID_1].&[561],561,2083
[DIVADM].[OBJECTID_1].&[562],562,15953
[DIVADM].[OBJECTID_1].&[563],563,1520
[DIVADM].[OBJECTID_1].&[564],564,882
[DIVADM].[OBJECTID_1].&[565],565,752
[DIVADM].[OBJECTID_1].&[566],566,1903
[DIVADM].[OBJECTID_1].&[567],567,3240
[DIVADM].[OBJECTID_1].&[568],568,572
[DIVADM].[OBJECTID_1].&[569],569,460
[DIVADM].[OBJECTID_1].&[570],570,11502
[DIVADM].[OBJECTID_1].&[571],571,1057
[DIVADM].[OBJECTID_1].&[572],572,1878
[DIVADM].[OBJECTID_1].&[573],573,6275
[DIVADM].[OBJECTID_1].&[574],574,1595
[DIVADM].[OBJECTID_1].&[575],575,4539
[DIVADM].[OBJECTID_1].&[576],576,491
[DIVADM].[OBJECTID_1].&[577],577,82432
[DIVADM].[OBJECTID_1].&[578],578,720
[DIVADM].[OBJECTID_1].&[579],579,1579
[DIVADM].[OBJECTID_1].&[580],580,12751
[DIVADM].[OBJECTID_1].&[581],581,2737
[DIVADM].[OBJECTID_1].&[582],582,15850
[DIVADM].[OBJECTID_1].&[583],583,4527
[DIVADM].[OBJECTID_1].&[584],584,2793
[DIVADM].[OBJECTID_1].&[585],585,32332
[DIVADM].[OBJECTID_1].&[586],586,5798
[DIVADM].[OBJECTID_1].&[587],587,236
[DIVADM].[OBJECTID_1].&[588],588,458
[DIVADM].[OBJECTID_1].&[589],589,1405
[DIVADM].[OBJECTID_1].&[590],590,132
[DIVADM].[OBJECTID_1].&[591],591,8654
[DIVADM].[OBJECTID_1].&[592],592,1851
[DIVADM].[OBJECTID_1].&[593],593,1237
[DIVADM].[OBJECTID_1].&[594],594,5967
[DIVADM].[OBJECTID_1].&[595],595,8095
[DIVADM].[OBJECTID_1].&[596],596,1436
[DIVADM].[OBJECTID_1].&[597],597,2755
[DIVADM].[OBJECTID_1].&[598],598,9011
[DIVADM].[OBJECTID_1].&[599],599,16554
[DIVADM].[OBJECTID_1].&[600],600,10127
[DIVADM].[OBJECTID_1].&[601],601,7739
[DIVADM].[OBJECTID_1].&[602],602,25693
[DIVADM].[OBJECTID_1].&[603],603,11595
[DIVADM].[OBJECTID_1].&[604],604,4544
[DIVADM].[OBJECTID_1].&[605],605,11395
[DIVADM].[OBJECTID_1].&[606],606,1397
[DIVADM].[OBJECTID_1].&[607],607,176
[DIVADM].[OBJECTID_1].&[608],608,16
[DIVADM].[OBJECTID_1].&[609],609,969
[DIVADM].[OBJECTID_1].&[610],610,1044
[DIVADM].[OBJECTID_1].&[611],611,5270
[DIVADM].[OBJECTID_1].&[612],612,1817
[DIVADM].[OBJECTID_1].&[613],613,1745
[DIVADM].[OBJECTID_1].&[614],614,219
[DIVADM].[OBJECTID_1].&[615],615,586
[DIVADM].[OBJECTID_1].&[616],616,5453
[DIVADM].[OBJECTID_1].&[617],617,15500
[DIVADM].[OBJECTID_1].&[618],618,5901
[DIVADM].[OBJECTID_1].&[619],619,2317
[DIVADM].[OBJECTID_1].&[620],620,352
[DIVADM].[OBJECTID_1].&[621],621,540
[DIVADM].[OBJECTID_1].&[622],622,596
[DIVADM].[OBJECTID_1].&[623],623,15648
[DIVADM].[OBJECTID_1].&[624],624,5264
[DIVADM].[OBJECTID_1].&[625],625,13985
[DIVADM].[OBJECTID_1].&[626],626,48575
[DIVADM].[OBJECTID_1].&[627],627,43910
[DIVADM].[OBJECTID_1].&[628],628,41927
[DIVADM].[OBJECTID_1].&[629],629,5701
[DIVADM].[OBJECTID_1].&[630],630,7246
[DIVADM].[OBJECTID_1].&[631],631,15713
[DIVADM].[OBJECTID_1].&[632],632,12106
[DIVADM].[OBJECTID_1].&[633],633,7117
[DIVADM].[OBJECTID_1].&[634],634,76
[DIVADM].[OBJECTID_1].&[635],635,6244
[DIVADM].[OBJECTID_1].&[636],636,1832
[DIVADM].[OBJECTID_1].&[637],637,1544
[DIVADM].[OBJECTID_1].&[638],638,2416
[DIVADM].[OBJECTID_1].&[639],639,14054
[DIVADM].[OBJECTID_1].&[640],640,21942
[DIVADM].[OBJECTID_1].&[641],641,1996
[DIVADM].[OBJECTID_1].&[642],642,2408
[DIVADM].[OBJECTID_1].&[643],643,1262
[DIVADM].[OBJECTID_1].&[644],644,2118
[DIVADM].[OBJECTID_1].&[645],645,4427
[DIVADM].[OBJECTID_1].&[646],646,332
[DIVADM].[OBJECTID_1].&[647],647,3138
[DIVADM].[OBJECTID_1].&[648],648,62
[DIVADM].[OBJECTID_1].&[649],649,5992
[DIVADM].[OBJECTID_1].&[650],650,3548
[DIVADM].[OBJECTID_1].&[651],651,2620
[DIVADM].[OBJECTID_1].&[652],652,902
[DIVADM].[OBJECTID_1].&[653],653,1143
[DIVADM].[OBJECTID_1].&[654],654,14186
[DIVADM].[OBJECTID_1].&[655],655,403
[DIVADM].[OBJECTID_1].&[656],656,118
[DIVADM].[OBJECTID_1].&[657],657,8666
[DIVADM].[OBJECTID_1].&[658],658,1152
[DIVADM].[OBJECTID_1].&[659],659,1854
[DIVADM].[OBJECTID_1].&[660],660,3803
[DIVADM].[OBJECTID_1].&[661],661,173
[DIVADM].[OBJECTID_1].&[662],662,363
[DIVADM].[OBJECTID_1].&[663],663,1747
[DIVADM].[OBJECTID_1].&[664],664,38
[DIVADM].[OBJECTID_1].&[665],665,11639
[DIVADM].[OBJECTID_1].&[666],666,1037
[DIVADM].[OBJECTID_1].&[667],667,1054
[DIVADM].[OBJECTID_1].&[668],668,3829
[DIVADM].[OBJECTID_1].&[669],669,1725
[DIVADM].[OBJECTID_1].&[670],670,644
[DIVADM].[OBJECTID_1].&[671],671,2533
[DIVADM].[OBJECTID_1].&[672],672,14357
[DIVADM].[OBJECTID_1].&[673],673,19468
[DIVADM].[OBJECTID_1].&[674],674,16264
[DIVADM].[OBJECTID_1].&[675],675,17935
[DIVADM].[OBJECTID_1].&[676],676,244
[DIVADM].[OBJECTID_1].&[677],677,127
[DIVADM].[OBJECTID_1].&[678],678,9437
[DIVADM].[OBJECTID_1].&[679],679,10371
[DIVADM].[OBJECTID_1].&[680],680,14033
[DIVADM].[OBJECTID_1].&[681],681,14010
[DIVADM].[OBJECTID_1].&[682],682,8738
[DIVADM].[OBJECTID_1].&[683],683,23162
[DIVADM].[OBJECTID_1].&[684],684,1040
[DIVADM].[OBJECTID_1].&[685],685,5563
[DIVADM].[OBJECTID_1].&[686],686,3589
[DIVADM].[OBJECTID_1].&[687],687,16350
[DIVADM].[OBJECTID_1].&[688],688,500
[DIVADM].[OBJECTID_1].&[689],689,8151
[DIVADM].[OBJECTID_1].&[690],690,570
[DIVADM].[OBJECTID_1].&[691],691,10761
[DIVADM].[OBJECTID_1].&[692],692,137
[DIVADM].[OBJECTID_1].&[693],693,23466
[DIVADM].[OBJECTID_1].&[694],694,2791
[DIVADM].[OBJECTID_1].&[695],695,901
[DIVADM].[OBJECTID_1].&[696],696,59391
[DIVADM].[OBJECTID_1].&[697],697,32634
[DIVADM].[OBJECTID_1].&[698],698,25648
[DIVADM].[OBJECTID_1].&[699],699,18192
[DIVADM].[OBJECTID_1].&[700],700,15277
[DIVADM].[OBJECTID_1].&[701],701,37260
[DIVADM].[OBJECTID_1].&[702],702,2920
[DIVADM].[OBJECTID_1].&[703],703,1771
[DIVADM].[OBJECTID_1].&[704],704,307
[DIVADM].[OBJECTID_1].&[705],705,49
[DIVADM].[OBJECTID_1].&[706],706,2000
[DIVADM].[OBJECTID_1].&[707],707,1614
[DIVADM].[OBJECTID_1].&[708],708,12070
[DIVADM].[OBJECTID_1].&[709],709,19958
[DIVADM].[OBJECTID_1].&[710],710,11475
[DIVADM].[OBJECTID_1].&[711],711,15980
[DIVADM].[OBJECTID_1].&[712],712,53159
[DIVADM].[OBJECTID_1].&[713],713,11402
[DIVADM].[OBJECTID_1].&[714],714,3825
[DIVADM].[OBJECTID_1].&[715],715,32359
[DIVADM].[OBJECTID_1].&[716],716,33211
[DIVADM].[OBJECTID_1].&[717],717,5173
[DIVADM].[OBJECTID_1].&[718],718,14347
[DIVADM].[OBJECTID_1].&[719],719,49269
[DIVADM].[OBJECTID_1].&[720],720,25256
[DIVADM].[OBJECTID_1].&[721],721,30671
[DIVADM].[OBJECTID_1].&[722],722,3291
[DIVADM].[OBJECTID_1].&[723],723,24977
[DIVADM].[OBJECTID_1].&[724],724,37294
[DIVADM].[OBJECTID_1].&[725],725,49708
[DIVADM].[OBJECTID_1].&[726],726,11827
[DIVADM].[OBJECTID_1].&[727],727,31897
[DIVADM].[OBJECTID_1].&[728],728,25540
[DIVADM].[OBJECTID_1].&[729],729,40983
[DIVADM].[OBJECTID_1].&[730],730,7939
[DIVADM].[OBJECTID_1].&[731],731,20310
[DIVADM].[OBJECTID_1].&[732],732,34904
[DIVADM].[OBJECTID_1].&[733],733,16666
[DIVADM].[OBJECTID_1].&[734],734,10163
[DIVADM].[OBJECTID_1].&[735],735,12627
[DIVADM].[OBJECTID_1].&[736],736,20591
[DIVADM].[OBJECTID_1].&[737],737,33854
[DIVADM].[OBJECTID_1].&[738],738,728
[DIVADM].[OBJECTID_1].&[739],739,12913
[DIVADM].[OBJECTID_1].&[740],740,25660
[DIVADM].[OBJECTID_1].&[741],741,24450
[DIVADM].[OBJECTID_1].&[742],742,6504
[DIVADM].[OBJECTID_1].&[743],743,13723
[DIVADM].[OBJECTID_1].&[744],744,8317
[DIVADM].[OBJECTID_1].&[745],745,27783
[DIVADM].[OBJECTID_1].&[746],746,49894
[DIVADM].[OBJECTID_1].&[747],747,11467
[DIVADM].[OBJECTID_1].&[748],748,15660
[DIVADM].[OBJECTID_1].&[749],749,8948
[DIVADM].[OBJECTID_1].&[750],750,9394
[DIVADM].[OBJECTID_1].&[751],751,28191
[DIVADM].[OBJECTID_1].&[752],752,24609
[DIVADM].[OBJECTID_1].&[753],753,13323
[DIVADM].[OBJECTID_1].&[754],754,19124
[DIVADM].[OBJECTID_1].&[755],755,11919
[DIVADM].[OBJECTID_1].&[756],756,24035
[DIVADM].[OBJECTID_1].&[757],757,21815
[DIVADM].[OBJECTID_1].&[758],758,15286
[DIVADM].[OBJECTID_1].&[759],759,14942
[DIVADM].[OBJECTID_1].&[760],760,8653
[DIVADM].[OBJECTID_1].&[761],761,14113
[DIVADM].[OBJECTID_1].&[762],762,17900
[DIVADM].[OBJECTID_1].&[763],763,13047
[DIVADM].[OBJECTID_1].&[764],764,14517
[DIVADM].[OBJECTID_1].&[765],765,6487
[DIVADM].[OBJECTID_1].&[766],766,6872
[DIVADM].[OBJECTID_1].&[767],767,18905
[DIVADM].[OBJECTID_1].&[768],768,20357
[DIVADM].[OBJECTID_1].&[769],769,29129
[DIVADM].[OBJECTID_1].&[770],770,26457
[DIVADM].[OBJECTID_1].&[771],771,23680
[DIVADM].[OBJECTID_1].&[772],772,32343
[DIVADM].[OBJECTID_1].&[773],773,16106
[DIVADM].[OBJECTID_1].&[774],774,16612
[DIVADM].[OBJECTID_1].&[775],775,12830
[DIVADM].[OBJECTID_1].&[776],776,14715
[DIVADM].[OBJECTID_1].&[777],777,24391
[DIVADM].[OBJECTID_1].&[778],778,32951
[DIVADM].[OBJECTID_1].&[779],779,29683
[DIVADM].[OBJECTID_1].&[780],780,12814
[DIVADM].[OBJECTID_1].&[781],781,14108
[DIVADM].[OBJECTID_1].&[782],782,27423
[DIVADM].[OBJECTID_1].&[783],783,6806
[DIVADM].[OBJECTID_1].&[784],784,6882
[DIVADM].[OBJECTID_1].&[785],785,5899
[DIVADM].[OBJECTID_1].&[786],786,5161
[DIVADM].[OBJECTID_1].&[787],787,57487
[DIVADM].[OBJECTID_1].&[788],788,15808
[DIVADM].[OBJECTID_1].&[789],789,878
[DIVADM].[OBJECTID_1].&[790],790,25091
[DIVADM].[OBJECTID_1].&[791],791,1009
[DIVADM].[OBJECTID_1].&[792],792,9619
[DIVADM].[OBJECTID_1].&[793],793,26504
[DIVADM].[OBJECTID_1].&[794],794,9333
[DIVADM].[OBJECTID_1].&[795],795,12966
[DIVADM].[OBJECTID_1].&[796],796,1727
[DIVADM].[OBJECTID_1].&[797],797,11090
[DIVADM].[OBJECTID_1].&[798],798,10875
[DIVADM].[OBJECTID_1].&[799],799,22690
[DIVADM].[OBJECTID_1].&[800],800,30218
[DIVADM].[OBJECTID_1].&[801],801,15477
[DIVADM].[OBJECTID_1].&[802],802,3016
[DIVADM].[OBJECTID_1].&[803],803,30351
[DIVADM].[OBJECTID_1].&[804],804,17099
[DIVADM].[OBJECTID_1].&[805],805,38560
[DIVADM].[OBJECTID_1].&[806],806,11804
[DIVADM].[OBJECTID_1].&[807],807,15683
[DIVADM].[OBJECTID_1].&[808],808,10327
[DIVADM].[OBJECTID_1].&[809],809,22646
[DIVADM].[OBJECTID_1].&[810],810,3983
[DIVADM].[OBJECTID_1].&[811],811,218
[DIVADM].[OBJECTID_1].&[812],812,1048
[DIVADM].[OBJECTID_1].&[813],813,33991
[DIVADM].[OBJECTID_1].&[814],814,12518
[DIVADM].[OBJECTID_1].&[815],815,15726
[DIVADM].[OBJECTID_1].&[816],816,20976
[DIVADM].[OBJECTID_1].&[817],817,6355
[DIVADM].[OBJECTID_1].&[818],818,47527
[DIVADM].[OBJECTID_1].&[819],819,27824
[DIVADM].[OBJECTID_1].&[820],820,29932
[DIVADM].[OBJECTID_1].&[821],821,4576
[DIVADM].[OBJECTID_1].&[822],822,26832
[DIVADM].[OBJECTID_1].&[823],823,58828
[DIVADM].[OBJECTID_1].&[824],824,18645
[DIVADM].[OBJECTID_1].&[825],825,7135
[DIVADM].[OBJECTID_1].&[826],826,17232
[DIVADM].[OBJECTID_1].&[827],827,12104
[DIVADM].[OBJECTID_1].&[828],828,23537
[DIVADM].[OBJECTID_1].&[829],829,40997
[DIVADM].[OBJECTID_1].&[830],830,19643
[DIVADM].[OBJECTID_1].&[831],831,3132
[DIVADM].[OBJECTID_1].&[832],832,42043
[DIVADM].[OBJECTID_1].&[833],833,29170
[DIVADM].[OBJECTID_1].&[834],834,22714
[DIVADM].[OBJECTID_1].&[835],835,2143
[DIVADM].[OBJECTID_1].&[836],836,1190
[DIVADM].[OBJECTID_1].&[837],837,1374
[DIVADM].[OBJECTID_1].&[838],838,8135
[DIVADM].[OBJECTID_1].&[839],839,17033
[DIVADM].[OBJECTID_1].&[840],840,61727
[DIVADM].[OBJECTID_1].&[841],841,23455
[DIVADM].[OBJECTID_1].&[842],842,22617
[DIVADM].[OBJECTID_1].&[843],843,317
[DIVADM].[OBJECTID_1].&[844],844,10933
[DIVADM].[OBJECTID_1].&[845],845,15502
[DIVADM].[OBJECTID_1].&[846],846,5152
[DIVADM].[OBJECTID_1].&[847],847,22218
[DIVADM].[OBJECTID_1].&[848],848,25725
[DIVADM].[OBJECTID_1].&[849],849,10732
[DIVADM].[OBJECTID_1].&[850],850,34256
[DIVADM].[OBJECTID_1].&[851],851,20742
[DIVADM].[OBJECTID_1].&[852],852,22452
[DIVADM].[OBJECTID_1].&[853],853,22262
[DIVADM].[OBJECTID_1].&[854],854,23421
[DIVADM].[OBJECTID_1].&[855],855,19994
[DIVADM].[OBJECTID_1].&[856],856,40286
[DIVADM].[OBJECTID_1].&[857],857,22801
[DIVADM].[OBJECTID_1].&[858],858,34055
[DIVADM].[OBJECTID_1].&[859],859,9710
[DIVADM].[OBJECTID_1].&[860],860,20189
[DIVADM].[OBJECTID_1].&[861],861,7030
[DIVADM].[OBJECTID_1].&[862],862,8280
[DIVADM].[OBJECTID_1].&[863],863,4603
[DIVADM].[OBJECTID_1].&[864],864,2003
[DIVADM].[OBJECTID_1].&[865],865,6954
[DIVADM].[OBJECTID_1].&[866],866,16592
[DIVADM].[OBJECTID_1].&[867],867,6877
[DIVADM].[OBJECTID_1].&[868],868,8043
[DIVADM].[OBJECTID_1].&[869],869,21446
[DIVADM].[OBJECTID_1].&[870],870,8997
[DIVADM].[OBJECTID_1].&[871],871,15173
[DIVADM].[OBJECTID_1].&[872],872,22790
[DIVADM].[OBJECTID_1].&[873],873,6677
[DIVADM].[OBJECTID_1].&[874],874,14234
[DIVADM].[OBJECTID_1].&[875],875,26360
[DIVADM].[OBJECTID_1].&[876],876,12330
[DIVADM].[OBJECTID_1].&[877],877,14292
[DIVADM].[OBJECTID_1].&[878],878,38
[DIVADM].[OBJECTID_1].&[879],879,23259
[DIVADM].[OBJECTID_1].&[880],880,24581
[DIVADM].[OBJECTID_1].&[881],881,7899
[DIVADM].[OBJECTID_1].&[882],882,13967
[DIVADM].[OBJECTID_1].&[883],883,3926
[DIVADM].[OBJECTID_1].&[884],884,8967
[DIVADM].[OBJECTID_1].&[885],885,12026
[DIVADM].[OBJECTID_1].&[886],886,58491
[DIVADM].[OBJECTID_1].&[887],887,18979
[DIVADM].[OBJECTID_1].&[888],888,30289
[DIVADM].[OBJECTID_1].&[889],889,6422
[DIVADM].[OBJECTID_1].&[890],890,35327
[DIVADM].[OBJECTID_1].&[891],891,13376
[DIVADM].[OBJECTID_1].&[892],892,16533
[DIVADM].[OBJECTID_1].&[893],893,16606
[DIVADM].[OBJECTID_1].&[894],894,28041
[DIVADM].[OBJECTID_1].&[895],895,26928
[DIVADM].[OBJECTID_1].&[896],896,22685
[DIVADM].[OBJECTID_1].&[897],897,22448
[DIVADM].[OBJECTID_1].&[898],898,21661
[DIVADM].[OBJECTID_1].&[899],899,22262
[DIVADM].[OBJECTID_1].&[900],900,11466
[DIVADM].[OBJECTID_1].&[901],901,17537
[DIVADM].[OBJECTID_1].&[902],902,29278
[DIVADM].[OBJECTID_1].&[903],903,22296
[DIVADM].[OBJECTID_1].&[904],904,39419
[DIVADM].[OBJECTID_1].&[905],905,12591
[DIVADM].[OBJECTID_1].&[906],906,18545
[DIVADM].[OBJECTID_1].&[907],907,5949
[DIVADM].[OBJECTID_1].&[908],908,23792
[DIVADM].[OBJECTID_1].&[909],909,19754
[DIVADM].[OBJECTID_1].&[910],910,12071
[DIVADM].[OBJECTID_1].&[911],911,29797
[DIVADM].[OBJECTID_1].&[912],912,15217
[DIVADM].[OBJECTID_1].&[913],913,16944
[DIVADM].[OBJECTID_1].&[914],914,25100
[DIVADM].[OBJECTID_1].&[915],915,7354
[DIVADM].[OBJECTID_1].&[916],916,24113
[DIVADM].[OBJECTID_1].&[917],917,51024
[DIVADM].[OBJECTID_1].&[918],918,36655
[DIVADM].[OBJECTID_1].&[919],919,60611
[DIVADM].[OBJECTID_1].&[920],920,47197
[DIVADM].[OBJECTID_1].&[921],921,12813
[DIVADM].[OBJECTID_1].&[922],922,9983
[DIVADM].[OBJECTID_1].&[923],923,18099
[DIVADM].[OBJECTID_1].&[924],924,10333
[DIVADM].[OBJECTID_1].&[925],925,41318
[DIVADM].[OBJECTID_1].&[926],926,38577
[DIVADM].[OBJECTID_1].&[927],927,7471
[DIVADM].[OBJECTID_1].&[928],928,7710
[DIVADM].[OBJECTID_1].&[929],929,6358
[DIVADM].[OBJECTID_1].&[930],930,29481
[DIVADM].[OBJECTID_1].&[931],931,4724
[DIVADM].[OBJECTID_1].&[932],932,55017
[DIVADM].[OBJECTID_1].&[933],933,9976
[DIVADM].[OBJECTID_1].&[934],934,28512
[DIVADM].[OBJECTID_1].&[935],935,19148
[DIVADM].[OBJECTID_1].&[936],936,68262
[DIVADM].[OBJECTID_1].&[937],937,43060
[DIVADM].[OBJECTID_1].&[938],938,22702
[DIVADM].[OBJECTID_1].&[939],939,3018
[DIVADM].[OBJECTID_1].&[940],940,18918
[DIVADM].[OBJECTID_1].&[941],941,16853
[DIVADM].[OBJECTID_1].&[942],942,78908
[DIVADM].[OBJECTID_1].&[943],943,16691
[DIVADM].[OBJECTID_1].&[944],944,5387
[DIVADM].[OBJECTID_1].&[945],945,16215
[DIVADM].[OBJECTID_1].&[946],946,763
[DIVADM].[OBJECTID_1].&[947],947,7471
[DIVADM].[OBJECTID_1].&[948],948,11340
[DIVADM].[OBJECTID_1].&[949],949,33703
[DIVADM].[OBJECTID_1].&[950],950,6664
[DIVADM].[OBJECTID_1].&[951],951,75183
[DIVADM].[OBJECTID_1].&[952],952,15123
[DIVADM].[OBJECTID_1].&[953],953,27296
[DIVADM].[OBJECTID_1].&[954],954,6010
[DIVADM].[OBJECTID_1].&[955],955,13666
[DIVADM].[OBJECTID_1].&[956],956,12656
[DIVADM].[OBJECTID_1].&[957],957,14426
[DIVADM].[OBJECTID_1].&[958],958,25857
[DIVADM].[OBJECTID_1].&[959],959,32726
