[DMH_INCIDENT].[IncidentNewTypeId].[IncidentNewTypeId].[MEMBER_UNIQUE_NAME],[DMH_INCIDENT].[IncidentNewTypeId].[IncidentNewTypeId].[MEMBER_CAPTION],[Measures].[SumaIncidentes]
[DMH_INCIDENT].[IncidentNewTypeId].&[21104],21104,8618
[DMH_INCIDENT].[IncidentNewTypeId].&[21105],21105,2315
[DMH_INCIDENT].[IncidentNewTypeId].&[21106],21106,5418
[DMH_INCIDENT].[IncidentNewTypeId].&[21107],21107,86
[DMH_INCIDENT].[IncidentNewTypeId].&[21108],21108,63343
[DMH_INCIDENT].[IncidentNewTypeId].&[21109],21109,92
[DMH_INCIDENT].[IncidentNewTypeId].&[21110],21110,952
[DMH_INCIDENT].[IncidentNewTypeId].&[21111],21111,2076
[DMH_INCIDENT].[IncidentNewTypeId].&[21112],21112,11846
[DMH_INCIDENT].[IncidentNewTypeId].&[21113],21113,119
[DMH_INCIDENT].[IncidentNewTypeId].&[21115],21115,365117
[DMH_INCIDENT].[IncidentNewTypeId].&[21116],21116,861
[DMH_INCIDENT].[IncidentNewTypeId].&[21117],21117,971
[DMH_INCIDENT].[IncidentNewTypeId].&[21118],21118,2
[DMH_INCIDENT].[IncidentNewTypeId].&[21120],21120,8
[DMH_INCIDENT].[IncidentNewTypeId].&[21121],21121,10
[DMH_INCIDENT].[IncidentNewTypeId].&[21131],21131,1908
[DMH_INCIDENT].[IncidentNewTypeId].&[21132],21132,453
[DMH_INCIDENT].[IncidentNewTypeId].&[21133],21133,351
[DMH_INCIDENT].[IncidentNewTypeId].&[21134],21134,1522
[DMH_INCIDENT].[IncidentNewTypeId].&[21135],21135,2547
[DMH_INCIDENT].[IncidentNewTypeId].&[21136],21136,130
[DMH_INCIDENT].[IncidentNewTypeId].&[21137],21137,81081
[DMH_INCIDENT].[IncidentNewTypeId].&[21138],21138,4592
[DMH_INCIDENT].[IncidentNewTypeId].&[21139],21139,3041
[DMH_INCIDENT].[IncidentNewTypeId].&[21140],21140,7699
[DMH_INCIDENT].[IncidentNewTypeId].&[21141],21141,703
[DMH_INCIDENT].[IncidentNewTypeId].&[21142],21142,3846
[DMH_INCIDENT].[IncidentNewTypeId].&[21143],21143,149772
[DMH_INCIDENT].[IncidentNewTypeId].&[21144],21144,3365
[DMH_INCIDENT].[IncidentNewTypeId].&[21145],21145,678
[DMH_INCIDENT].[IncidentNewTypeId].&[21146],21146,56
[DMH_INCIDENT].[IncidentNewTypeId].&[21147],21147,21
[DMH_INCIDENT].[IncidentNewTypeId].&[21148],21148,58
[DMH_INCIDENT].[IncidentNewTypeId].&[21149],21149,2846
[DMH_INCIDENT].[IncidentNewTypeId].&[21150],21150,1287
[DMH_INCIDENT].[IncidentNewTypeId].&[21151],21151,981
[DMH_INCIDENT].[IncidentNewTypeId].&[21152],21152,148
[DMH_INCIDENT].[IncidentNewTypeId].&[21153],21153,9401
[DMH_INCIDENT].[IncidentNewTypeId].&[21154],21154,500
[DMH_INCIDENT].[IncidentNewTypeId].&[21155],21155,292
[DMH_INCIDENT].[IncidentNewTypeId].&[21156],21156,69
[DMH_INCIDENT].[IncidentNewTypeId].&[21157],21157,3022
[DMH_INCIDENT].[IncidentNewTypeId].&[21158],21158,216
[DMH_INCIDENT].[IncidentNewTypeId].&[21159],21159,26901
[DMH_INCIDENT].[IncidentNewTypeId].&[21160],21160,421
[DMH_INCIDENT].[IncidentNewTypeId].&[21161],21161,135
[DMH_INCIDENT].[IncidentNewTypeId].&[21162],21162,7518
[DMH_INCIDENT].[IncidentNewTypeId].&[21163],21163,2730
[DMH_INCIDENT].[IncidentNewTypeId].&[21164],21164,41
[DMH_INCIDENT].[IncidentNewTypeId].&[21165],21165,376
[DMH_INCIDENT].[IncidentNewTypeId].&[21166],21166,407
[DMH_INCIDENT].[IncidentNewTypeId].&[21167],21167,44721
[DMH_INCIDENT].[IncidentNewTypeId].&[21168],21168,29
[DMH_INCIDENT].[IncidentNewTypeId].&[21169],21169,23
[DMH_INCIDENT].[IncidentNewTypeId].&[21170],21170,478
[DMH_INCIDENT].[IncidentNewTypeId].&[21171],21171,3
[DMH_INCIDENT].[IncidentNewTypeId].&[21172],21172,77
[DMH_INCIDENT].[IncidentNewTypeId].&[21173],21173,8
[DMH_INCIDENT].[IncidentNewTypeId].&[21174],21174,138
[DMH_INCIDENT].[IncidentNewTypeId].&[21175],21175,40100
[DMH_INCIDENT].[IncidentNewTypeId].&[21176],21176,2399
[DMH_INCIDENT].[IncidentNewTypeId].&[21177],21177,48
[DMH_INCIDENT].[IncidentNewTypeId].&[21178],21178,150
[DMH_INCIDENT].[IncidentNewTypeId].&[21179],21179,231298
[DMH_INCIDENT].[IncidentNewTypeId].&[21180],21180,245211
[DMH_INCIDENT].[IncidentNewTypeId].&[21181],21181,428693
[DMH_INCIDENT].[IncidentNewTypeId].&[21182],21182,51
[DMH_INCIDENT].[IncidentNewTypeId].&[21183],21183,38
[DMH_INCIDENT].[IncidentNewTypeId].&[21184],21184,127
[DMH_INCIDENT].[IncidentNewTypeId].&[21185],21185,86
[DMH_INCIDENT].[IncidentNewTypeId].&[21186],21186,1907
[DMH_INCIDENT].[IncidentNewTypeId].&[21187],21187,375
[DMH_INCIDENT].[IncidentNewTypeId].&[21188],21188,13100
[DMH_INCIDENT].[IncidentNewTypeId].&[21189],21189,8801
[DMH_INCIDENT].[IncidentNewTypeId].&[21190],21190,15202
[DMH_INCIDENT].[IncidentNewTypeId].&[21191],21191,3741
[DMH_INCIDENT].[IncidentNewTypeId].&[21192],21192,325
[DMH_INCIDENT].[IncidentNewTypeId].&[21193],21193,98074
[DMH_INCIDENT].[IncidentNewTypeId].&[21194],21194,1311
[DMH_INCIDENT].[IncidentNewTypeId].&[21195],21195,5700627
[DMH_INCIDENT].[IncidentNewTypeId].&[21196],21196,189
[DMH_INCIDENT].[IncidentNewTypeId].&[21197],21197,253
[DMH_INCIDENT].[IncidentNewTypeId].&[21198],21198,562
[DMH_INCIDENT].[IncidentNewTypeId].&[21199],21199,271110
[DMH_INCIDENT].[IncidentNewTypeId].&[21200],21200,4022
[DMH_INCIDENT].[IncidentNewTypeId].&[21201],21201,40112
[DMH_INCIDENT].[IncidentNewTypeId].&[21202],21202,41
[DMH_INCIDENT].[IncidentNewTypeId].&[21203],21203,3443
[DMH_INCIDENT].[IncidentNewTypeId].&[21204],21204,232
[DMH_INCIDENT].[IncidentNewTypeId].&[21205],21205,207
[DMH_INCIDENT].[IncidentNewTypeId].&[21206],21206,24
[DMH_INCIDENT].[IncidentNewTypeId].&[21207],21207,5
[DMH_INCIDENT].[IncidentNewTypeId].&[21208],21208,9
[DMH_INCIDENT].[IncidentNewTypeId].&[21209],21209,161811
[DMH_INCIDENT].[IncidentNewTypeId].&[21210],21210,48254
[DMH_INCIDENT].[IncidentNewTypeId].&[21211],21211,4677
[DMH_INCIDENT].[IncidentNewTypeId].&[21212],21212,1387
[DMH_INCIDENT].[IncidentNewTypeId].&[21213],21213,762
[DMH_INCIDENT].[IncidentNewTypeId].&[21214],21214,180
[DMH_INCIDENT].[IncidentNewTypeId].&[21215],21215,2786
[DMH_INCIDENT].[IncidentNewTypeId].&[21216],21216,81
[DMH_INCIDENT].[IncidentNewTypeId].&[21217],21217,69
[DMH_INCIDENT].[IncidentNewTypeId].&[21218],21218,236
[DMH_INCIDENT].[IncidentNewTypeId].&[21219],21219,940
[DMH_INCIDENT].[IncidentNewTypeId].&[21220],21220,255
[DMH_INCIDENT].[IncidentNewTypeId].&[21221],21221,105
[DMH_INCIDENT].[IncidentNewTypeId].&[21222],21222,2
[DMH_INCIDENT].[IncidentNewTypeId].&[21223],21223,158
[DMH_INCIDENT].[IncidentNewTypeId].&[21224],21224,37
[DMH_INCIDENT].[IncidentNewTypeId].&[21225],21225,94
[DMH_INCIDENT].[IncidentNewTypeId].&[21226],21226,154
[DMH_INCIDENT].[IncidentNewTypeId].&[21227],21227,12
[DMH_INCIDENT].[IncidentNewTypeId].&[21228],21228,45
[DMH_INCIDENT].[IncidentNewTypeId].&[21229],21229,58
[DMH_INCIDENT].[IncidentNewTypeId].&[21230],21230,87
[DMH_INCIDENT].[IncidentNewTypeId].&[21231],21231,70
[DMH_INCIDENT].[IncidentNewTypeId].&[21232],21232,45
[DMH_INCIDENT].[IncidentNewTypeId].&[21233],21233,42
[DMH_INCIDENT].[IncidentNewTypeId].&[21234],21234,133
[DMH_INCIDENT].[IncidentNewTypeId].&[21235],21235,190
[DMH_INCIDENT].[IncidentNewTypeId].&[21236],21236,66
[DMH_INCIDENT].[IncidentNewTypeId].&[21237],21237,47
[DMH_INCIDENT].[IncidentNewTypeId].&[21238],21238,2779
[DMH_INCIDENT].[IncidentNewTypeId].&[21239],21239,9
[DMH_INCIDENT].[IncidentNewTypeId].&[21240],21240,11
[DMH_INCIDENT].[IncidentNewTypeId].&[21241],21241,30
[DMH_INCIDENT].[IncidentNewTypeId].&[21242],21242,82
[DMH_INCIDENT].[IncidentNewTypeId].&[21243],21243,38
[DMH_INCIDENT].[IncidentNewTypeId].&[21244],21244,21
[DMH_INCIDENT].[IncidentNewTypeId].&[21246],21246,52
[DMH_INCIDENT].[IncidentNewTypeId].&[21248],21248,4
[DMH_INCIDENT].[IncidentNewTypeId].&[21249],21249,26
[DMH_INCIDENT].[IncidentNewTypeId].&[21250],21250,2
[DMH_INCIDENT].[IncidentNewTypeId].&[21251],21251,14
[DMH_INCIDENT].[IncidentNewTypeId].&[21252],21252,1
[DMH_INCIDENT].[IncidentNewTypeId].&[21253],21253,5
[DMH_INCIDENT].[IncidentNewTypeId].&[21254],21254,15
[DMH_INCIDENT].[IncidentNewTypeId].&[21255],21255,2
[DMH_INCIDENT].[IncidentNewTypeId].&[21256],21256,15
[DMH_INCIDENT].[IncidentNewTypeId].&[21257],21257,8
[DMH_INCIDENT].[IncidentNewTypeId].&[21258],21258,60
[DMH_INCIDENT].[IncidentNewTypeId].&[21259],21259,48
[DMH_INCIDENT].[IncidentNewTypeId].&[21260],21260,61
[DMH_INCIDENT].[IncidentNewTypeId].&[21261],21261,2
[DMH_INCIDENT].[IncidentNewTypeId].&[21262],21262,558
[DMH_INCIDENT].[IncidentNewTypeId].&[21263],21263,532
[DMH_INCIDENT].[IncidentNewTypeId].&[21264],21264,761
[DMH_INCIDENT].[IncidentNewTypeId].&[21265],21265,25
[DMH_INCIDENT].[IncidentNewTypeId].&[21266],21266,1626
[DMH_INCIDENT].[IncidentNewTypeId].&[21267],21267,770
[DMH_INCIDENT].[IncidentNewTypeId].&[21268],21268,52
[DMH_INCIDENT].[IncidentNewTypeId].&[21269],21269,357
[DMH_INCIDENT].[IncidentNewTypeId].&[21270],21270,193
[DMH_INCIDENT].[IncidentNewTypeId].&[21271],21271,506
[DMH_INCIDENT].[IncidentNewTypeId].&[21272],21272,4
[DMH_INCIDENT].[IncidentNewTypeId].&[21273],21273,6782
[DMH_INCIDENT].[IncidentNewTypeId].&[21274],21274,331
[DMH_INCIDENT].[IncidentNewTypeId].&[21275],21275,14931
[DMH_INCIDENT].[IncidentNewTypeId].&[21276],21276,5
[DMH_INCIDENT].[IncidentNewTypeId].&[21277],21277,5
[DMH_INCIDENT].[IncidentNewTypeId].&[21278],21278,2777
[DMH_INCIDENT].[IncidentNewTypeId].&[21280],21280,151
[DMH_INCIDENT].[IncidentNewTypeId].&[21281],21281,3830
[DMH_INCIDENT].[IncidentNewTypeId].&[21282],21282,106
[DMH_INCIDENT].[IncidentNewTypeId].&[21283],21283,77
[DMH_INCIDENT].[IncidentNewTypeId].&[21284],21284,1891
[DMH_INCIDENT].[IncidentNewTypeId].&[21285],21285,189
[DMH_INCIDENT].[IncidentNewTypeId].&[21286],21286,245
[DMH_INCIDENT].[IncidentNewTypeId].&[21287],21287,1198
[DMH_INCIDENT].[IncidentNewTypeId].&[21288],21288,451
[DMH_INCIDENT].[IncidentNewTypeId].&[21289],21289,656
[DMH_INCIDENT].[IncidentNewTypeId].&[21290],21290,3
[DMH_INCIDENT].[IncidentNewTypeId].&[21291],21291,2
[DMH_INCIDENT].[IncidentNewTypeId].&[21292],21292,2447
[DMH_INCIDENT].[IncidentNewTypeId].&[21293],21293,415
[DMH_INCIDENT].[IncidentNewTypeId].&[21294],21294,36
[DMH_INCIDENT].[IncidentNewTypeId].&[21295],21295,736
[DMH_INCIDENT].[IncidentNewTypeId].&[21296],21296,84
[DMH_INCIDENT].[IncidentNewTypeId].&[21297],21297,2994
[DMH_INCIDENT].[IncidentNewTypeId].&[21298],21298,105
[DMH_INCIDENT].[IncidentNewTypeId].&[21299],21299,55
[DMH_INCIDENT].[IncidentNewTypeId].&[21300],21300,396
[DMH_INCIDENT].[IncidentNewTypeId].&[21301],21301,344
[DMH_INCIDENT].[IncidentNewTypeId].&[21302],21302,84
[DMH_INCIDENT].[IncidentNewTypeId].&[21303],21303,198
[DMH_INCIDENT].[IncidentNewTypeId].&[21304],21304,28
[DMH_INCIDENT].[IncidentNewTypeId].&[21305],21305,23
[DMH_INCIDENT].[IncidentNewTypeId].&[21306],21306,512
[DMH_INCIDENT].[IncidentNewTypeId].&[21307],21307,88
[DMH_INCIDENT].[IncidentNewTypeId].&[21308],21308,11
[DMH_INCIDENT].[IncidentNewTypeId].&[21309],21309,62
[DMH_INCIDENT].[IncidentNewTypeId].&[21310],21310,12
[DMH_INCIDENT].[IncidentNewTypeId].&[21311],21311,6
[DMH_INCIDENT].[IncidentNewTypeId].&[21312],21312,16
[DMH_INCIDENT].[IncidentNewTypeId].&[21313],21313,629
[DMH_INCIDENT].[IncidentNewTypeId].&[21314],21314,3350
[DMH_INCIDENT].[IncidentNewTypeId].&[21315],21315,4
[DMH_INCIDENT].[IncidentNewTypeId].&[21316],21316,86
[DMH_INCIDENT].[IncidentNewTypeId].&[21317],21317,35
[DMH_INCIDENT].[IncidentNewTypeId].&[21318],21318,983
[DMH_INCIDENT].[IncidentNewTypeId].&[21319],21319,35
[DMH_INCIDENT].[IncidentNewTypeId].&[21320],21320,10
[DMH_INCIDENT].[IncidentNewTypeId].&[21321],21321,942
[DMH_INCIDENT].[IncidentNewTypeId].&[21322],21322,12
[DMH_INCIDENT].[IncidentNewTypeId].&[21323],21323,10
[DMH_INCIDENT].[IncidentNewTypeId].&[21324],21324,1168
[DMH_INCIDENT].[IncidentNewTypeId].&[21325],21325,720
[DMH_INCIDENT].[IncidentNewTypeId].&[21326],21326,10
[DMH_INCIDENT].[IncidentNewTypeId].&[21327],21327,113
[DMH_INCIDENT].[IncidentNewTypeId].&[21328],21328,233
[DMH_INCIDENT].[IncidentNewTypeId].&[21329],21329,153
[DMH_INCIDENT].[IncidentNewTypeId].&[21330],21330,5
[DMH_INCIDENT].[IncidentNewTypeId].&[21331],21331,41
[DMH_INCIDENT].[IncidentNewTypeId].&[21332],21332,36
[DMH_INCIDENT].[IncidentNewTypeId].&[21333],21333,3
[DMH_INCIDENT].[IncidentNewTypeId].&[21334],21334,550
[DMH_INCIDENT].[IncidentNewTypeId].&[21335],21335,1361
[DMH_INCIDENT].[IncidentNewTypeId].&[21336],21336,264
[DMH_INCIDENT].[IncidentNewTypeId].&[21337],21337,15132
[DMH_INCIDENT].[IncidentNewTypeId].&[21338],21338,11
[DMH_INCIDENT].[IncidentNewTypeId].&[21339],21339,723
[DMH_INCIDENT].[IncidentNewTypeId].&[21340],21340,74
[DMH_INCIDENT].[IncidentNewTypeId].&[21341],21341,174
[DMH_INCIDENT].[IncidentNewTypeId].&[21342],21342,104
[DMH_INCIDENT].[IncidentNewTypeId].&[21343],21343,5111
[DMH_INCIDENT].[IncidentNewTypeId].&[21344],21344,3694
[DMH_INCIDENT].[IncidentNewTypeId].&[21345],21345,392
[DMH_INCIDENT].[IncidentNewTypeId].&[21346],21346,5695
[DMH_INCIDENT].[IncidentNewTypeId].&[21348],21348,2247
[DMH_INCIDENT].[IncidentNewTypeId].&[21349],21349,822
[DMH_INCIDENT].[IncidentNewTypeId].&[21350],21350,520
[DMH_INCIDENT].[IncidentNewTypeId].&[21351],21351,880
[DMH_INCIDENT].[IncidentNewTypeId].&[21352],21352,155
[DMH_INCIDENT].[IncidentNewTypeId].&[21353],21353,2302
[DMH_INCIDENT].[IncidentNewTypeId].&[21354],21354,24451
[DMH_INCIDENT].[IncidentNewTypeId].&[21355],21355,3700
[DMH_INCIDENT].[IncidentNewTypeId].&[21356],21356,4
[DMH_INCIDENT].[IncidentNewTypeId].&[21357],21357,81
[DMH_INCIDENT].[IncidentNewTypeId].&[21358],21358,456
[DMH_INCIDENT].[IncidentNewTypeId].&[21359],21359,6
[DMH_INCIDENT].[IncidentNewTypeId].&[21361],21361,3
[DMH_INCIDENT].[IncidentNewTypeId].&[21362],21362,21
[DMH_INCIDENT].[IncidentNewTypeId].&[21363],21363,1
[DMH_INCIDENT].[IncidentNewTypeId].&[21364],21364,5
[DMH_INCIDENT].[IncidentNewTypeId].&[21365],21365,11323
[DMH_INCIDENT].[IncidentNewTypeId].&[21366],21366,133
[DMH_INCIDENT].[IncidentNewTypeId].&[21367],21367,20
[DMH_INCIDENT].[IncidentNewTypeId].&[21368],21368,279
[DMH_INCIDENT].[IncidentNewTypeId].&[21369],21369,1870
[DMH_INCIDENT].[IncidentNewTypeId].&[21370],21370,205
[DMH_INCIDENT].[IncidentNewTypeId].&[21371],21371,109
[DMH_INCIDENT].[IncidentNewTypeId].&[21372],21372,1126
[DMH_INCIDENT].[IncidentNewTypeId].&[21373],21373,68
[DMH_INCIDENT].[IncidentNewTypeId].&[21374],21374,228
[DMH_INCIDENT].[IncidentNewTypeId].&[21375],21375,1283
[DMH_INCIDENT].[IncidentNewTypeId].&[21376],21376,18
[DMH_INCIDENT].[IncidentNewTypeId].&[21377],21377,41
[DMH_INCIDENT].[IncidentNewTypeId].&[21378],21378,8
[DMH_INCIDENT].[IncidentNewTypeId].&[21379],21379,918
[DMH_INCIDENT].[IncidentNewTypeId].&[21381],21381,14
[DMH_INCIDENT].[IncidentNewTypeId].&[21382],21382,23
[DMH_INCIDENT].[IncidentNewTypeId].&[21383],21383,150
[DMH_INCIDENT].[IncidentNewTypeId].&[21384],21384,1261
[DMH_INCIDENT].[IncidentNewTypeId].&[21385],21385,26
[DMH_INCIDENT].[IncidentNewTypeId].&[21386],21386,22
[DMH_INCIDENT].[IncidentNewTypeId].&[21387],21387,4
[DMH_INCIDENT].[IncidentNewTypeId].&[21388],21388,3
[DMH_INCIDENT].[IncidentNewTypeId].&[21389],21389,66
[DMH_INCIDENT].[IncidentNewTypeId].&[21390],21390,60
[DMH_INCIDENT].[IncidentNewTypeId].&[21391],21391,1535
[DMH_INCIDENT].[IncidentNewTypeId].&[21392],21392,395
[DMH_INCIDENT].[IncidentNewTypeId].&[21393],21393,36
[DMH_INCIDENT].[IncidentNewTypeId].&[21394],21394,54
[DMH_INCIDENT].[IncidentNewTypeId].&[21395],21395,133
[DMH_INCIDENT].[IncidentNewTypeId].&[21396],21396,8
[DMH_INCIDENT].[IncidentNewTypeId].&[21397],21397,144
